id_news,id_cm,id_cd,id_author,id_btv
4707443,6,53,246,null
4706582,6,53,246,null
4706586,6,53,246,null
4726564,6,34,46,null
4726153,6,34,46,null
4725222,6,34,46,null
4723865,6,34,46,null
4702094,6,34,46,null
4691323,6,34,46,null
4676575,6,34,46,null
4671337,6,34,46,null
4669221,6,34,46,null
4668448,6,34,46,null
4731836,7,10,330,null
4731383,7,10,119,null
4731629,7,10,119,null
4731576,7,10,164,null
4731793,7,10,119,null
4728899,7,10,68,null
4731593,7,10,119,null
4731003,7,10,27,null
4731440,7,10,119,null
4731401,7,10,330,null
4731170,7,10,164,null
4730149,7,10,331,null
4730904,7,10,330,null
4730779,7,10,164,null
4730496,7,10,330,null
4730181,7,10,164,null
4730486,7,10,119,null
4730349,7,10,164,null
4726609,7,10,27,null
4729876,7,10,119,null
4729112,7,10,330,null
4729717,7,10,331,null
4729018,7,10,330,null
4729075,7,10,140,null
4729504,7,10,119,null
4729096,7,10,164,null
4729109,7,10,119,null
4728770,7,10,330,null
4728915,7,10,119,null
4727588,7,10,140,null
4728829,7,10,119,null
4728789,7,10,330,null
4728711,7,10,114,null
4728548,7,10,331,null
4728679,7,10,119,null
4728418,7,10,119,null
4728356,7,10,331,null
4728527,7,10,119,null
4728534,7,10,331,null
4728428,7,10,58,null
4727982,7,10,27,null
4728455,7,10,164,null
4723793,7,10,330,null
4728015,7,10,114,null
4728139,7,10,164,null
4728239,7,10,119,null
4727593,7,10,330,null
4727984,7,10,164,null
4726225,7,10,208,null
4727591,7,10,164,null
4727248,7,43,267,null
4711046,7,43,194,null
4726782,7,43,267,null
4726402,7,43,208,null
4725857,7,43,331,null
4724522,7,43,114,null
4723623,7,43,194,null
4724028,7,43,119,null
4723419,7,43,164,null
4723282,7,43,208,null
4716635,7,43,267,null
4722619,7,43,267,null
4722354,7,43,267,null
4722384,7,43,431,null
4721557,7,43,330,null
4721227,7,43,114,null
4720582,7,43,114,null
4719089,7,43,13,null
4720046,7,43,114,null
4719957,7,43,267,null
4718556,7,43,208,null
4719082,7,43,431,null
4718527,7,43,13,null
4717891,7,43,140,null
4714527,7,43,267,null
4715672,7,43,164,null
4715707,7,43,330,null
4716022,7,43,140,null
4715154,7,43,208,null
4715206,7,43,431,null
4715086,7,43,208,null
4714904,7,43,391,null
4714959,7,43,140,null
4714721,7,43,208,null
4701479,7,43,95,null
4707752,7,43,194,null
4730879,7,52,431,null
4731672,7,52,430,null
4731611,7,52,267,null
4731395,7,52,431,null
4731281,7,52,431,null
4731289,7,52,387,null
4730566,7,52,267,null
4730494,7,52,431,null
4730537,7,52,119,null
4730440,7,52,267,null
4730024,7,52,431,null
4727826,7,52,267,null
4729408,7,52,267,null
4729081,7,52,267,null
4729001,7,52,267,null
4727723,7,52,267,null
4728259,7,52,431,null
4727992,7,52,431,null
4727702,7,52,431,null
4727625,7,52,267,null
4727523,7,52,267,null
4727235,7,52,431,null
4709430,7,52,119,null
4726649,7,52,164,null
4726600,7,52,119,null
4726451,7,52,267,null
4726067,7,52,431,null
4724835,7,52,267,null
4726039,7,52,431,null
4725398,7,52,69,null
4725377,7,52,431,null
4725210,7,52,267,null
4724883,7,52,119,null
4724416,7,52,267,null
4720677,7,52,168,null
4724477,7,52,119,null
4723689,7,52,267,null
4723266,7,52,431,null
4722230,7,52,267,null
4722172,7,52,431,null
4721772,7,52,431,null
4721337,7,52,267,null
4721380,7,52,164,null
4720975,7,52,267,null
4731372,7,65,27,null
4731379,7,65,140,null
4730884,7,65,140,null
4731419,7,65,330,null
4731260,7,65,160,null
4730766,7,65,27,null
4730549,7,65,330,null
4730251,7,65,140,null
4729904,7,65,27,null
4730491,7,65,27,null
4730139,7,65,330,null
4727324,7,65,140,null
4729446,7,65,431,null
4729189,7,65,431,null
4728817,7,65,260,null
4728832,7,65,431,null
4728807,7,65,315,null
4728642,7,65,330,null
4727454,7,65,140,null
4726376,7,65,140,null
4725726,7,65,355,null
4725935,7,65,27,null
4725592,7,65,431,null
4725364,7,65,330,null
4725449,7,65,140,null
4721699,7,65,27,null
4720687,7,65,431,null
4720324,7,65,140,null
4720354,7,65,208,null
4720296,7,65,330,null
4720343,7,65,69,null
4719870,7,65,27,null
4718964,7,65,27,null
4719142,7,65,140,null
4718100,7,65,119,null
4717995,7,65,27,null
4717906,7,65,119,null
4717815,7,65,61,null
4717853,7,65,140,null
4717866,7,65,140,null
4717826,7,65,140,null
4716797,7,65,164,null
4716707,7,65,330,null
4716542,7,65,431,null
4716018,7,65,208,null
4708576,7,65,330,null
4715134,7,65,140,null
4714428,7,65,330,null
4712550,7,65,330,null
4711399,7,65,431,null
4709751,7,65,267,null
4709730,7,65,160,null
4709740,7,65,267,null
4710038,7,65,179,null
4709331,7,65,27,null
4709067,7,65,164,null
4731690,7,48,130,null
4731729,7,48,444,null
4731363,7,48,119,null
4729417,7,48,27,null
4729008,7,48,444,null
4728729,7,48,330,null
4728163,7,48,119,null
4727705,7,48,207,null
4727727,7,48,207,null
4727665,7,48,127,null
4727777,7,48,119,null
4727122,7,48,69,null
4726471,7,48,330,null
4726477,7,48,444,null
4725540,7,48,207,null
4725423,7,48,444,null
4725735,7,48,207,null
4725113,7,48,444,null
4719660,7,48,207,null
4728362,7,48,331,null
4715664,7,48,119,null
4714514,7,48,119,null
4713339,7,48,114,null
4707303,7,48,263,null
4706709,7,48,130,null
4702245,7,48,130,null
4704986,7,48,130,null
4704497,7,48,119,null
4703080,7,48,160,null
4698957,7,48,119,null
4690190,7,48,160,null
4689163,7,48,130,null
4687408,7,48,130,null
4686660,7,48,68,null
4685848,7,48,127,null
4682147,7,48,130,null
4672737,7,48,263,null
4663509,7,48,263,null
4661600,7,48,130,null
4660309,7,48,207,null
4653701,7,48,119,null
4654918,7,48,119,null
4654632,7,48,130,null
4647751,7,48,27,null
4651339,7,48,423,null
4646579,7,48,130,null
4645868,7,48,27,null
4645924,7,48,130,null
4644315,7,48,444,null
4641655,7,48,423,null
4640115,7,48,444,null
4638453,7,48,330,null
4637823,7,48,119,null
4634317,7,48,41,null
4631262,7,48,286,null
4633104,7,48,27,null
4631413,7,48,423,null
4630654,7,48,423,null
4627946,7,48,423,null
4628101,7,48,27,null
4627515,7,48,130,null
4627485,7,48,119,null
4626891,7,48,114,null
4625527,7,48,69,null
4622746,7,48,130,null
4732022,7,44,208,null
4731728,7,44,208,null
4731422,7,44,208,null
4730844,7,44,114,null
4730573,7,44,208,null
4730014,7,44,208,null
4728283,7,44,208,null
4727726,7,44,114,null
4728493,7,44,208,null
4727902,7,44,431,null
4726348,7,44,114,null
4723588,7,44,164,null
4723665,7,44,431,null
4722858,7,44,114,null
4722171,7,44,208,null
4721701,7,44,267,null
4720906,7,44,208,null
4721139,7,44,272,null
4717609,7,44,431,null
4716795,7,44,208,null
4715138,7,44,119,null
4714467,7,44,160,null
4714157,7,44,190,null
4713389,7,44,164,null
4713375,7,44,431,null
4713183,7,44,431,null
4712616,7,44,208,null
4711667,7,44,119,null
4709488,7,44,114,null
4710704,7,44,119,null
4710650,7,44,140,null
4708589,7,44,431,null
4710748,7,44,140,null
4704491,7,44,208,null
4709002,7,44,114,null
4709013,7,44,208,null
4708425,7,44,27,null
4707890,7,44,119,null
4708031,7,44,431,null
4704164,7,44,208,null
4707438,7,44,140,null
4705769,7,44,114,null
4704161,7,44,164,null
4706260,7,44,208,null
4706308,7,44,431,null
4705032,7,44,114,null
4731960,8,24,36,null
4731974,8,24,36,null
4731972,8,24,118,null
4731967,8,24,118,null
4731915,8,24,36,null
4731965,8,24,118,null
4731962,8,24,118,null
4731167,8,24,318,null
4731896,8,24,36,null
4731678,8,24,118,null
4731934,8,24,158,null
4731491,8,24,288,null
4731378,8,24,36,null
4731375,8,24,118,null
4731348,8,24,357,null
4731235,8,24,385,null
4731070,8,24,318,null
4731041,8,24,318,null
4730856,8,24,302,null
4730595,8,24,50,null
4730352,8,24,288,null
4730642,8,24,288,null
4730369,8,24,158,null
4730268,8,24,36,null
4730261,8,24,36,null
4730662,8,24,129,null
4730143,8,24,36,null
4729776,8,24,318,null
4729937,8,24,158,null
4729905,8,24,118,null
4729738,8,24,318,null
4729781,8,24,36,null
4729392,8,24,318,null
4729363,8,24,118,null
4729114,8,24,318,null
4729317,8,24,118,null
4729022,8,24,318,null
4729178,8,24,158,null
4729118,8,24,288,null
4729263,8,24,288,null
4729051,8,24,36,null
4729059,8,24,118,null
4728855,8,24,118,null
4728850,8,24,36,null
4721758,8,24,118,null
4725948,8,24,118,null
4728629,8,24,36,null
4728537,8,24,288,null
4728560,8,24,121,null
4728307,8,24,121,null
4728256,8,58,403,null
4727906,8,24,50,null
4727925,8,58,318,null
4727645,8,24,36,null
4731866,8,51,118,null
4731834,8,51,197,null
4728854,8,51,236,null
4730039,8,38,314,null
4729724,8,57,197,null
4730941,8,51,6,null
4730703,8,51,118,null
4731952,8,27,357,null
4731590,8,27,357,null
4731344,8,27,357,null
4730722,8,27,357,null
4730398,8,27,357,null
4730368,8,27,357,null
4729784,8,27,357,null
4728810,8,27,357,null
4728925,8,27,357,null
4728367,8,27,357,null
4727972,8,27,357,null
4727861,8,27,357,null
4727745,8,27,357,null
4727400,8,27,357,null
4727105,8,27,357,null
4726840,8,27,357,null
4726200,8,27,357,null
4726220,8,27,357,null
4725296,8,27,357,null
4724894,8,27,357,null
4724809,8,58,357,null
4724497,8,27,357,null
4724267,8,27,357,null
4724250,8,27,118,null
4723920,8,27,357,null
4723517,8,27,357,null
4723501,8,27,357,null
4723397,8,27,357,null
4723290,8,27,357,null
4723002,8,27,357,null
4722782,8,27,357,null
4722227,8,27,357,null
4722208,8,27,357,null
4721972,8,27,357,null
4721635,8,27,357,null
4721549,8,27,357,null
4721529,8,27,357,null
4721298,8,27,357,null
4720787,8,27,357,null
4720701,8,27,357,null
4719926,8,27,357,null
4719618,8,27,357,null
4719479,8,27,357,null
4719090,8,27,357,null
4719086,8,27,357,null
4718574,8,27,357,null
4718516,8,27,357,null
4718125,8,27,357,null
4718120,8,27,357,null
4717955,8,27,357,null
4717123,8,27,357,null
4717046,8,27,357,null
4716677,8,27,357,null
4716697,8,27,357,null
4716368,8,27,357,null
4716253,8,27,357,null
4715817,8,27,357,null
4715795,8,27,357,null
4715326,8,27,357,null
4715311,8,27,357,null
4731745,8,31,302,null
4731910,8,31,227,null
4731507,8,31,65,null
4731457,8,31,227,null
4731458,8,31,227,null
4731302,8,31,302,null
4731286,8,31,227,null
4730169,8,31,251,null
4731102,8,31,118,null
4730944,8,31,227,null
4730894,8,31,302,null
4730596,8,31,227,null
4730584,8,31,302,null
4730477,8,31,227,null
4730125,8,31,121,null
4729967,8,31,288,null
4729869,8,31,50,null
4730142,8,31,227,null
4729898,8,31,50,null
4729716,8,31,288,null
4729541,8,31,288,null
4729644,8,31,227,null
4729615,8,31,302,null
4728721,8,31,50,null
4728767,8,31,227,null
4728766,8,31,227,null
4728574,8,31,50,null
4728639,8,31,227,null
4728637,8,31,227,null
4728052,8,31,50,null
4727895,8,31,302,null
4727443,8,31,50,null
4727599,8,31,302,null
4727349,8,31,110,null
4727403,8,51,227,null
4726784,8,31,227,null
4726765,8,31,50,null
4726411,8,31,50,null
4726417,8,31,50,null
4726393,8,31,65,null
4726413,8,31,227,null
4726115,8,31,50,null
4726108,8,31,50,null
4726100,8,31,50,null
4726492,8,31,302,null
4726056,8,31,50,null
4726014,8,31,50,null
4726002,8,58,118,null
4725901,8,31,50,null
4725712,8,31,50,null
4725847,8,31,227,null
4725846,8,31,227,null
4724531,8,31,263,null
4725415,8,31,227,null
4725262,8,31,50,null
4725258,8,31,302,null
4725123,8,31,412,null
4731374,8,58,118,null
4730228,8,58,118,null
4729959,8,58,318,null
4729703,8,58,318,null
4729316,8,58,118,null
4728310,8,58,118,null
4727498,8,58,318,null
4726554,8,58,118,null
4726391,8,58,121,null
4726038,8,58,288,null
4726031,8,58,118,null
4725999,8,58,118,null
4725906,8,58,296,null
4725382,8,58,118,null
4725000,8,24,158,null
4724671,8,58,318,null
4724676,8,58,121,null
4724253,8,24,118,null
4724271,8,58,118,null
4721992,8,58,121,null
4721851,8,58,288,null
4719584,8,58,318,null
4719258,8,58,318,null
4717432,8,58,36,null
4717334,8,58,121,null
4716548,8,58,118,null
4715720,8,58,118,null
4715603,8,58,318,null
4714819,8,58,118,null
4714692,8,58,318,null
4714759,8,58,36,null
4714744,8,58,118,null
4714543,8,58,118,null
4714329,8,58,118,null
4713953,8,58,35,null
4713611,8,58,288,null
4713470,8,24,121,null
4713133,8,58,118,null
4713101,8,58,121,null
4712694,8,58,129,null
4711937,8,31,118,null
4711550,8,58,288,null
4711395,8,58,118,null
4710999,8,58,296,null
4731944,10,55,400,null
4731933,10,51,346,null
4731759,10,51,38,null
4731498,10,51,222,null
4730821,10,51,182,null
4731443,10,51,222,null
4731096,10,55,181,null
4730863,10,51,181,null
4731325,10,55,400,null
4731182,10,51,394,null
4730923,10,51,389,null
4731060,10,51,222,null
4730987,10,51,394,null
4730981,10,51,400,null
4730778,10,55,400,null
4730699,10,55,400,null
4730657,10,55,400,null
4730512,10,51,394,null
4730475,10,51,222,null
4730242,10,51,222,null
4730127,10,51,389,null
4730033,10,51,181,null
4730197,10,51,155,null
4730077,10,51,400,null
4729803,10,51,181,null
4729649,10,51,362,null
4729880,10,51,38,null
4729821,10,51,24,null
4729702,10,55,400,null
4729437,10,51,178,null
4728994,10,51,400,null
4729746,10,51,181,null
4729645,10,55,400,null
4729704,10,51,178,null
4729693,10,51,289,null
4729518,10,51,389,null
4729172,10,51,389,null
4729235,10,55,181,null
4728717,10,55,222,null
4729013,10,51,193,null
4728818,10,51,181,null
4728252,10,51,38,null
4728519,10,51,375,null
4728168,10,51,346,null
4726988,10,51,224,null
4728486,10,51,181,null
4728473,10,51,394,null
4728253,10,51,398,null
4728314,10,51,346,null
4728084,10,55,181,null
4727632,10,51,394,null
4728316,10,51,181,null
4728183,10,51,332,null
4726962,10,51,24,null
4727871,10,51,178,null
4727776,10,55,400,null
4727810,10,51,178,null
4727796,10,51,394,null
4731340,10,7,229,null
4730993,10,7,181,null
4731232,10,28,222,null
4730154,10,61,229,null
4731308,10,7,291,null
4729939,10,7,400,null
4730032,10,7,222,null
4729432,10,7,222,null
4729029,10,7,222,null
4728846,10,7,400,null
4728607,10,7,222,null
4728678,10,28,394,null
4728241,10,28,389,null
4727664,10,28,368,null
4724072,10,7,222,null
4726427,10,28,222,null
4726534,10,28,379,null
4726076,10,7,222,null
4725179,10,28,222,null
4723804,10,7,222,null
4724419,10,28,400,null
4719296,10,28,368,null
4722652,10,7,222,null
4723016,10,28,394,null
4722456,10,28,222,null
4722326,10,28,400,null
4721966,10,28,368,null
4721031,10,28,222,null
4717095,10,7,198,null
4720397,10,28,222,null
4719892,10,28,222,null
4719055,10,7,368,null
4719156,10,7,222,null
4719100,10,28,307,null
4718657,10,28,24,null
4717822,10,28,222,null
4717688,10,61,181,null
4716578,10,7,222,null
4715788,10,28,222,null
4714794,10,7,222,null
4715527,10,28,394,null
4715168,10,28,394,null
4713713,10,7,229,null
4714276,10,28,400,null
4713765,10,28,222,null
4713782,10,28,222,null
4712741,10,7,222,null
4711742,10,7,222,null
4711419,10,7,222,null
4710284,10,28,181,null
4709606,10,28,181,null
4708539,10,28,394,null
4710237,10,28,400,null
4705932,10,7,222,null
4709656,10,28,181,null
4709179,10,7,368,null
4708081,10,28,394,null
4707337,10,28,368,null
4706438,10,28,181,null
4730158,10,7,207,null
4730558,10,7,222,null
4730052,10,7,389,null
4730151,10,7,389,null
4728414,10,7,229,null
4727641,10,7,222,null
4728165,10,7,375,null
4726931,10,7,375,null
4727313,10,7,389,null
4727258,10,7,229,null
4727076,10,7,181,null
4727315,10,7,389,null
4725512,10,7,24,null
4724601,10,7,229,null
4725475,10,7,222,null
4725335,10,7,229,null
4725578,10,7,389,null
4724492,10,7,222,null
4723565,10,7,38,null
4723544,10,7,222,null
4723502,3,6,26,null
4721473,10,7,229,null
4721956,10,7,432,null
4721209,10,7,389,null
4721032,10,7,389,null
4720509,10,51,220,null
4720187,10,7,389,null
4719384,10,7,400,null
4718682,10,7,222,null
4720057,10,7,389,null
4718686,10,7,432,null
4717706,10,7,229,null
4717619,10,7,394,null
4718031,10,7,38,null
4716715,10,7,222,null
4716969,10,7,24,null
4725519,10,55,394,null
4725300,10,55,14,null
4724363,10,51,181,null
4723376,10,51,224,null
4721458,10,51,343,null
4722343,10,51,394,null
4720872,10,55,222,null
4719646,10,51,181,null
4720131,10,55,181,null
4719790,10,51,394,null
4718930,10,51,212,null
4715789,10,51,400,null
4716432,10,13,400,null
4715936,10,51,11,null
4715596,10,13,212,null
4715420,10,51,394,null
4714931,10,51,349,null
4713808,10,13,424,null
4706102,10,13,393,null
4704983,10,13,14,null
4698004,10,13,270,null
4691522,10,13,16,null
4692674,10,13,270,null
4692033,10,51,181,null
4687134,10,13,394,null
4689363,10,13,222,null
4685795,10,13,222,null
4683972,10,13,113,null
4682857,10,13,360,null
4680717,10,13,400,null
4679494,10,13,224,null
4678697,10,13,181,null
4677073,10,13,226,null
4672642,10,13,14,null
4673277,10,13,400,null
4673013,10,13,181,null
4671855,10,13,181,null
4670726,10,13,222,null
4670733,10,13,240,null
4669483,10,13,14,null
4669910,10,13,400,null
4668148,10,13,400,null
4667149,10,13,389,null
4665395,10,13,99,null
4667312,10,13,400,null
4667723,10,13,394,null
4665828,10,13,394,null
4664118,10,13,394,null
4663483,10,13,400,null
4659644,10,13,400,null
4657224,10,13,249,null
4657897,10,13,213,null
4657702,10,13,394,null
4657361,10,13,181,null
4655400,10,13,394,null
4731532,10,61,56,null
4729685,10,61,31,null
4731185,10,61,353,null
4730188,10,61,239,null
4730585,10,61,54,null
4729598,10,61,24,null
4728723,10,61,56,null
4728722,10,61,56,null
4728289,10,61,100,null
4727247,10,61,304,null
4726370,10,61,56,null
4725884,10,61,56,null
4725145,10,61,380,null
4724327,10,61,31,null
4723965,10,61,389,null
4722426,10,61,442,null
4721432,10,61,38,null
4721334,10,61,56,null
4721321,10,61,56,null
4720327,10,61,442,null
4720051,10,61,56,null
4718577,10,61,304,null
4718295,10,61,31,null
4717546,10,61,31,null
4715974,10,61,442,null
4714977,10,61,56,null
4713700,10,61,56,null
4712885,10,61,56,null
4712618,10,61,439,null
4711821,10,61,31,null
4709952,10,61,342,null
4711411,10,61,56,null
4709501,10,61,368,null
4710991,10,61,56,null
4707973,10,61,368,null
4710297,10,61,56,null
4710582,10,61,31,null
4710285,10,61,31,null
4710008,10,61,31,null
4708914,10,61,442,null
4708119,10,61,56,null
4707877,10,61,389,null
4706660,10,61,229,null
4707323,10,61,31,null
4706762,10,61,31,null
4705866,10,61,17,null
4704601,10,61,442,null
4700988,10,61,38,null
4703593,10,61,222,null
4703276,10,61,56,null
4703120,10,61,31,null
4697560,10,61,408,null
4701384,10,61,304,null
4701385,10,61,56,null
4700941,10,61,31,null
4700599,10,61,56,null
4700014,10,61,56,null
4731702,10,30,276,null
4728134,10,30,276,null
4726904,10,30,131,null
4726619,10,30,131,null
4724971,10,30,265,null
4722527,10,30,276,null
4721857,10,30,131,null
4720281,10,30,131,null
4719510,10,30,276,null
4718226,10,30,131,null
4657920,10,30,83,null
4657696,10,30,108,null
4655896,10,30,83,null
4653623,10,30,276,null
4650561,10,30,59,null
4649971,10,30,24,null
4648421,10,30,276,null
4648420,10,30,276,null
4648056,10,30,276,null
4645535,10,30,276,null
4645823,10,30,131,null
4645650,10,30,276,null
4645524,10,30,276,null
4645329,10,30,316,null
4643344,10,30,83,null
4643275,10,30,131,null
4642823,10,30,131,null
4642388,10,30,276,null
4641680,10,30,131,null
4640360,10,30,329,null
4640455,10,30,327,null
4639736,10,30,316,null
4639278,10,30,276,null
4638790,10,30,83,null
4637399,10,30,108,null
4637398,10,30,131,null
4637203,10,30,329,null
4636084,10,30,131,null
4635186,10,30,329,null
4635185,10,30,59,null
4634741,10,30,276,null
4633791,10,30,59,null
4632909,10,30,276,null
4632316,10,30,329,null
4631905,10,30,276,null
4631642,10,30,59,null
4630747,10,30,59,null
4629325,10,30,131,null
4628103,10,30,131,null
4628204,10,30,131,null
4627953,10,30,276,null
4626484,10,30,329,null
4626399,10,30,327,null
4625125,10,30,59,null
4623794,10,30,276,null
4622841,10,30,287,null
4623279,10,30,59,null
4622288,10,30,108,null
4620992,10,30,404,null
4620506,10,30,108,null
4730331,11,51,186,null
4729828,11,51,209,null
4731830,11,51,4,null
4731895,11,51,425,null
4731869,11,51,445,null
4731841,11,51,4,null
4731732,11,51,186,null
4731691,11,51,284,null
4731471,11,51,425,null
4731047,11,51,323,null
4731475,11,51,183,null
4731452,11,51,183,null
4731418,11,51,425,null
4731268,11,35,183,null
4731267,11,51,4,null
4731335,11,51,209,null
4731319,11,51,174,null
4731310,11,51,209,null
4731246,11,51,183,null
4731126,11,51,186,null
4731181,11,51,425,null
4731132,11,51,186,null
4731028,11,51,405,null
4731051,11,51,230,null
4731036,11,51,209,null
4730960,11,51,425,null
4730964,11,51,272,null
4730878,11,51,183,null
4730898,11,51,272,null
4730798,11,51,174,null
4730842,11,51,443,null
4730800,11,51,4,null
4730688,11,51,183,null
4730701,11,51,190,null
4730557,11,51,186,null
4729160,11,51,186,null
4730675,11,51,4,null
4730395,11,51,405,null
4730671,11,51,183,null
4730571,11,51,425,null
4730519,11,51,183,null
4730495,11,51,425,null
4730485,11,51,425,null
4730489,11,51,425,null
4730244,11,51,209,null
4730003,11,51,4,null
4730231,11,51,425,null
4730408,11,51,183,null
4729054,11,51,323,null
4730217,11,51,425,null
4730036,11,51,425,null
4730086,11,51,4,null
4730034,11,51,37,null
4729983,11,51,346,null
4729974,11,51,183,null
4727845,11,60,323,null
4721666,11,60,323,null
4722851,11,60,304,null
4723579,11,60,269,null
4722133,11,60,323,null
4721717,11,60,323,null
4720660,11,60,186,null
4718944,11,60,323,null
4718799,11,60,183,null
4717856,11,60,186,null
4715752,11,60,186,null
4716286,11,60,405,null
4713056,11,60,405,null
4714104,11,60,229,null
4713265,11,60,304,null
4713180,11,60,186,null
4713223,11,60,304,null
4712921,11,60,229,null
4712782,11,60,209,null
4710777,11,60,405,null
4709210,11,60,186,null
4708870,11,60,229,null
4708594,11,60,304,null
4706443,11,60,405,null
4706708,11,60,186,null
4707565,11,60,4,null
4707316,11,60,4,null
4703636,11,60,9,null
4707120,11,60,405,null
4706531,11,60,304,null
4706412,11,60,405,null
4700551,11,60,209,null
4701753,11,60,304,null
4701642,11,60,4,null
4701212,11,60,304,null
4700745,11,60,304,null
4700577,11,60,425,null
4700132,11,60,53,null
4699383,11,60,304,null
4699384,11,60,304,null
4698971,11,60,304,null
4697069,11,60,21,null
4693822,11,60,304,null
4691289,11,60,251,null
4693170,11,60,425,null
4692948,11,60,186,null
4691776,11,60,4,null
4688901,11,60,301,null
4689895,11,60,304,null
4687041,11,35,186,null
4683672,11,60,301,null
4680980,11,60,269,null
4679131,11,60,405,null
4677256,11,60,405,null
4731636,11,14,4,null
4725756,11,14,405,null
4730358,11,14,209,null
4730883,11,14,4,null
4730422,11,14,4,null
4730179,11,14,323,null
4730334,11,14,66,null
4730454,11,14,4,null
4729514,11,14,4,null
4729002,11,14,263,null
4726250,11,14,367,null
4728665,11,14,304,null
4726144,11,14,405,null
4727123,11,14,263,null
4720124,11,14,263,null
4726615,11,14,304,null
4726618,11,14,304,null
4725669,11,14,186,null
4725124,11,14,323,null
4725688,11,14,209,null
4725192,11,14,405,null
4723462,11,14,186,null
4723496,11,14,323,null
4723945,11,14,323,null
4724181,11,14,4,null
4724114,11,14,263,null
4722881,11,14,405,null
4721839,11,14,263,null
4722854,11,14,304,null
4722856,11,14,304,null
4722365,11,14,263,null
4714019,11,14,323,null
4722299,11,14,405,null
4720538,11,14,323,null
4722370,11,14,263,null
4722120,11,14,4,null
4721830,11,14,209,null
4720760,11,14,186,null
4721650,11,14,229,null
4720960,11,14,405,null
4721114,11,14,304,null
4720818,11,14,323,null
4720338,11,14,304,null
4720081,11,14,4,null
4720117,11,14,4,null
4720135,11,14,263,null
4719088,11,14,4,null
4718996,11,14,4,null
4718356,11,14,4,null
4717059,11,14,186,null
4718134,11,14,263,null
4718291,11,14,263,null
4716371,11,14,323,null
4717893,11,14,323,null
4716848,11,14,405,null
4715997,11,14,323,null
4716594,11,14,4,null
4714416,11,14,186,null
4726506,11,35,405,null
4728894,11,23,425,null
4730180,11,23,144,null
4718290,11,23,144,null
4726508,11,35,405,null
4725640,11,23,209,null
4726661,11,35,405,null
4726837,11,51,425,null
4723316,11,51,183,null
4723615,11,51,425,null
4722262,11,51,405,null
4719519,11,35,425,null
4717082,11,51,425,null
4714034,11,51,186,null
4713262,11,35,183,null
4712591,11,23,199,null
4712505,11,23,351,null
4711631,11,51,186,null
4710559,11,35,183,null
4710557,11,51,183,null
4703672,11,23,4,null
4692743,11,35,183,null
4684369,11,23,425,null
4683410,11,23,304,null
4683404,11,23,304,null
4682409,11,23,4,null
4681402,11,23,351,null
4679359,11,23,405,null
4679523,11,23,4,null
4651734,11,51,186,null
4670500,11,51,183,null
4666229,11,23,425,null
4664986,11,51,183,null
4650346,11,23,186,null
4649008,11,35,183,null
4647832,11,23,4,null
4646584,11,23,144,null
4645727,11,23,144,null
4643661,11,14,4,null
4639769,11,14,405,null
4638951,11,14,4,null
4638272,11,23,405,null
4638156,11,23,405,null
4731433,11,35,425,null
4724520,11,35,405,null
4731172,11,35,250,null
4729144,11,35,405,null
4731674,12,16,258,null
4731425,12,16,65,null
4731409,12,16,65,null
4731391,12,16,65,null
4730943,12,16,65,null
4730337,12,16,258,null
4730021,12,16,442,null
4730636,12,16,426,null
4730259,12,16,111,null
4730327,12,16,189,null
4729973,12,16,258,null
4729639,12,16,65,null
4729658,12,16,111,null
4729468,12,16,65,null
4728378,12,16,407,null
4728546,12,16,241,null
4728484,12,16,65,null
4728353,12,16,189,null
4728585,12,16,442,null
4728136,12,16,65,null
4728066,12,16,407,null
4727651,12,16,65,null
4726926,12,16,321,null
4727791,12,16,65,null
4727689,12,16,111,null
4727677,12,16,111,null
4727398,12,16,65,null
4726852,12,16,111,null
4727344,12,16,65,null
4726831,12,16,111,null
4726479,12,16,426,null
4726801,12,16,111,null
4726735,12,16,65,null
4725120,12,16,241,null
4726013,12,16,65,null
4725079,12,16,241,null
4725581,12,16,111,null
4724944,12,16,65,null
4724941,12,16,111,null
4724426,12,16,407,null
4724650,12,16,111,null
4724594,12,16,426,null
4721789,12,16,111,null
4724192,12,16,426,null
4724207,12,16,442,null
4724050,12,16,111,null
4722803,12,16,241,null
4722315,12,16,407,null
4722895,12,16,407,null
4730546,12,59,365,null
4731354,12,59,189,null
4731394,12,59,258,null
4730563,12,59,333,null
4731218,12,59,258,null
4731099,12,59,77,null
4725234,12,59,189,null
4730787,12,59,250,null
4729750,12,59,407,null
4729775,12,59,2,null
4729351,12,59,407,null
4729196,12,59,258,null
4729032,12,59,189,null
4729024,12,59,258,null
4726781,12,59,111,null
4728108,12,59,294,null
4727483,12,59,407,null
4726684,12,59,365,null
4726846,12,59,258,null
4726606,12,59,333,null
4724105,12,59,407,null
4725801,12,59,258,null
4725808,12,59,258,null
4725980,12,59,65,null
4725833,12,59,189,null
4721916,12,59,241,null
4725739,12,59,407,null
4721781,12,59,333,null
4724909,12,59,111,null
4724432,12,59,365,null
4721712,12,59,365,null
4723749,12,59,77,null
4723178,12,59,258,null
4723258,12,59,258,null
4720883,12,59,365,null
4722993,12,59,189,null
4722757,12,59,189,null
4722713,12,59,258,null
4722226,12,59,111,null
4721086,12,59,77,null
4720652,12,59,189,null
4715190,12,59,241,null
4719696,12,59,365,null
4716610,12,59,365,null
