id_news,id_cm,id_cd,id_author,id_btv
4711053,3,54,26,null
4709957,3,54,26,null
4707118,3,54,26,null
4705781,3,54,26,null
4703038,3,54,26,null
4702758,3,54,26,null
4699984,3,54,26,null
4699581,3,54,275,null
4698165,3,54,26,null
4697829,3,54,273,null
4696232,3,54,25,null
4695908,3,54,26,null
4695233,3,54,26,null
4695136,3,54,52,null
4683359,3,54,26,null
4685644,3,54,244,null
4684789,3,54,64,null
4684057,3,54,26,null
4683198,3,54,26,null
4683366,3,54,25,null
4680526,3,54,205,null
4680081,3,54,45,null
4676517,3,54,64,null
4675753,3,54,396,null
4674701,3,54,45,null
4675033,3,54,64,null
4675011,3,54,326,null
4673953,3,54,26,null
4673803,3,54,25,null
4672885,3,54,26,null
4670193,3,54,26,null
4669542,3,54,64,null
4669552,3,54,326,null
4668267,3,54,214,null
4668201,3,54,64,null
4666147,3,54,265,null
4665718,3,54,396,null
4665060,3,54,396,null
4664298,3,54,26,null
4663915,3,54,26,null
4662283,3,54,273,null
4658697,3,54,25,null
4657222,3,54,26,null
4732008,3,6,26,null
4731885,3,6,28,null
4731858,3,6,265,null
4731683,3,6,26,null
4731617,3,6,26,null
4731596,3,6,265,null
4731448,3,6,52,null
4725252,3,6,265,null
4731301,3,6,273,null
4731197,3,6,265,null
4731153,3,6,265,null
4730936,3,6,396,null
4730791,3,6,26,null
4730876,3,6,26,null
4730836,3,6,244,null
4730743,3,6,26,null
4730624,3,6,396,null
4730411,3,6,244,null
4729582,3,6,26,null
4730452,3,6,26,null
4730416,3,6,396,null
4730341,3,6,26,null
4730317,3,6,26,null
4730271,3,6,244,null
4730071,3,6,396,null
4730073,3,6,26,null
4729607,3,6,396,null
4729430,3,6,396,null
4729362,3,6,265,null
4728993,3,6,273,null
4729154,3,6,26,null
4729062,3,6,265,null
4729028,3,6,396,null
4729122,3,6,396,null
4728746,3,6,244,null
4728377,3,6,26,null
4728276,3,6,26,null
4728218,3,6,396,null
4728202,3,6,265,null
4727714,3,6,26,null
4728061,3,6,26,null
4727980,3,6,265,null
4727717,3,6,265,null
4727993,3,6,26,null
4727730,3,6,396,null
4727537,3,6,26,null
4727516,3,6,265,null
4727312,3,6,265,null
4727126,3,6,26,null
4727074,3,6,265,null
4727055,3,6,26,null
4727015,3,6,273,null
4726610,3,6,26,null
4726608,3,6,265,null
4726345,3,6,396,null
4726173,3,6,26,null
4726148,3,6,396,null
4732003,3,64,175,null
4731626,3,64,175,null
4731873,3,64,273,null
4731782,3,64,26,null
4731766,3,64,64,null
4731675,3,64,64,null
4731635,3,64,64,null
4731567,3,64,175,null
4731504,3,64,175,null
4731499,3,64,175,null
4730458,3,64,175,null
4731221,3,64,64,null
4731400,3,64,52,null
4731371,3,64,52,null
4729455,3,64,175,null
4731264,3,64,273,null
4731206,3,64,64,null
4731188,3,64,175,null
4731184,3,64,52,null
4731138,3,64,52,null
4731112,3,64,175,null
4730984,3,64,175,null
4731108,3,64,64,null
4730455,3,64,52,null
4731080,3,64,64,null
4731064,3,64,64,null
4731043,3,64,64,null
4730797,3,64,64,null
4730858,3,64,64,null
4730958,3,64,175,null
4730802,3,64,175,null
4730589,3,64,175,null
4730751,3,64,175,null
4730752,3,64,52,null
4730750,3,64,64,null
4730551,3,64,175,null
4730407,3,64,64,null
4730264,3,64,64,null
4730297,3,64,175,null
4730396,3,64,52,null
4730312,3,64,52,null
4730273,3,64,64,null
4730265,3,64,64,null
4730193,3,64,175,null
4729854,3,64,64,null
4729966,3,64,175,null
4730160,3,64,64,null
4730010,3,64,175,null
4730050,3,64,64,null
4729865,3,64,52,null
4729831,3,64,175,null
4729809,3,64,52,null
4729793,3,64,305,null
4729456,3,64,52,null
4729763,3,64,52,null
4729719,3,64,52,null
4729710,3,64,52,null
4731947,4,69,176,null
4731948,5,18,354,null
4731930,4,69,176,null
4731863,5,46,140,null
4731709,4,69,140,null
4731481,4,69,44,null
4731284,4,69,176,null
4731191,4,69,140,null
4731115,4,69,140,null
4730920,4,69,140,null
4730985,5,46,354,null
4730256,4,69,176,null
4730734,4,69,140,null
4730735,4,69,140,null
4730374,4,69,140,null
4729641,4,69,176,null
4730272,4,69,140,null
4730159,4,69,140,null
4729830,4,69,140,null
4729917,4,69,311,null
4729840,4,69,140,null
4729801,4,69,140,null
4729804,4,69,140,null
4729688,4,69,140,null
4729757,4,69,384,null
4729335,4,69,140,null
4729336,4,69,140,null
4729203,5,46,354,null
4729142,4,69,140,null
4729130,4,69,176,null
4728876,4,69,140,null
4728823,4,69,10,null
4728694,4,69,176,null
4728520,4,69,176,null
4728613,5,46,140,null
4728564,4,69,176,null
4728433,4,69,140,null
4728340,4,69,311,null
4727961,4,69,140,null
4727751,4,69,140,null
4727548,4,69,140,null
4727420,5,46,354,null
4727348,4,69,176,null
4727445,4,69,140,null
4727281,4,69,140,null
4727133,4,69,140,null
4726857,4,69,176,null
4726942,4,69,176,null
4726612,4,17,384,null
4726450,5,46,354,null
4726371,4,69,140,null
4726881,4,69,140,null
4726666,4,69,140,null
4726584,4,69,140,null
4726502,4,69,140,null
4726324,4,69,176,null
4726216,4,69,140,null
4726091,4,69,401,null
4726080,4,69,401,null
4725782,4,69,176,null
4732061,4,63,352,null
4731884,4,63,203,null
4731865,4,63,203,null
4731903,4,63,313,null
4731805,4,63,71,null
4731663,4,63,295,null
4731256,4,63,292,null
4731669,4,63,71,null
4731449,4,63,295,null
4731921,4,63,294,null
4731054,4,63,408,null
4731431,4,63,49,null
4731271,4,63,49,null
4731093,4,63,34,null
4731083,4,63,71,null
4731290,4,63,311,null
4730838,4,63,71,null
4731063,4,63,34,null
4730946,4,63,311,null
4730687,4,63,71,null
4730877,4,63,323,null
4730673,4,63,71,null
4730479,4,63,71,null
4730429,4,63,71,null
4730397,4,63,294,null
4730019,4,63,322,null
4730176,4,63,34,null
4730100,4,63,71,null
4729955,4,63,71,null
4729943,5,46,49,null
4729778,4,63,311,null
4729713,4,63,408,null
4729852,4,63,322,null
4729682,4,63,34,null
4729409,4,63,49,null
4729629,4,63,71,null
4729251,4,63,295,null
4729698,4,63,322,null
4729609,4,63,322,null
4729366,4,63,294,null
4729540,4,63,53,null
4729438,4,63,203,null
4729367,4,63,24,null
4729308,4,63,322,null
4729306,4,63,322,null
4729277,4,63,311,null
4728991,4,63,295,null
4729146,4,63,71,null
4728926,4,63,71,null
4729249,4,63,203,null
4728188,4,63,364,null
4727823,4,63,24,null
4728603,4,63,71,null
4728309,4,63,322,null
4728432,4,63,71,null
4728412,4,63,311,null
4728551,4,63,295,null
4731831,4,15,311,null
4730988,4,15,71,null
4730684,4,15,322,null
4730579,4,15,71,null
4730130,4,15,311,null
4729777,4,15,311,null
4729652,4,15,71,null
4728987,4,15,311,null
4728541,4,15,311,null
4728242,4,15,71,null
4728034,4,15,311,null
4727899,4,15,311,null
4727798,4,15,311,null
4727380,4,15,311,null
4727350,4,15,311,null
4727029,4,15,71,null
4726853,4,15,71,null
4726595,4,15,311,null
4726505,4,15,311,null
4726407,4,15,311,null
4726319,4,15,311,null
4726177,4,15,311,null
4725506,4,15,311,null
4725055,4,15,71,null
4724688,4,15,71,null
4724603,4,15,311,null
4724341,4,15,322,null
4724134,4,15,71,null
4723960,4,15,322,null
4723713,4,15,311,null
4723549,4,15,311,null
4721865,4,15,311,null
4722775,4,15,71,null
4722321,4,15,71,null
4722389,4,15,322,null
4721899,4,15,311,null
4721443,4,15,71,null
4721038,4,15,311,null
4720083,4,15,311,null
4719298,4,15,427,null
4719670,4,15,71,null
4719125,4,15,311,null
4719202,4,15,311,null
4718697,4,15,311,null
4718694,4,15,71,null
4718249,4,15,311,null
4717785,4,15,71,null
4717200,4,15,71,null
4716011,4,15,71,null
4716768,4,15,71,null
4716604,4,15,311,null
4716373,4,15,311,null
4715939,4,15,71,null
4715505,4,15,311,null
4714662,4,15,71,null
4714222,4,15,71,null
4713852,4,15,311,null
4711083,4,29,71,null
4731710,4,40,311,null
4731654,4,40,322,null
4729960,4,40,203,null
4731081,4,40,34,null
4731059,4,40,401,null
4731034,4,40,294,null
4730999,4,40,294,null
4730790,4,40,322,null
4730658,4,40,322,null
4730653,4,40,322,null
4730128,4,40,294,null
4730129,4,40,294,null
4729566,4,40,84,null
4729156,4,40,294,null
4729368,4,40,364,null
4729630,4,40,294,null
4729395,4,40,203,null
4729385,4,40,322,null
4729275,4,40,322,null
4729271,4,40,401,null
4729126,4,40,203,null
4728598,4,40,294,null
4728814,4,40,207,null
4728321,4,40,203,null
4728595,4,40,294,null
4728568,4,40,53,null
4728597,4,40,294,null
4728491,4,40,53,null
4728600,4,40,294,null
4728298,4,40,322,null
4728085,4,40,322,null
4728070,4,40,294,null
4727731,4,40,311,null
4727551,4,40,401,null
4727693,4,40,294,null
4727729,4,40,322,null
4727605,4,40,364,null
4727553,4,40,294,null
4727444,4,40,322,null
4727230,4,40,203,null
4727155,4,40,294,null
4727184,4,40,322,null
4725044,4,40,322,null
4726644,4,40,423,null
4729369,4,40,294,null
4726491,4,40,401,null
4726339,4,40,423,null
4726474,4,40,294,null
4726343,4,40,322,null
4726309,4,40,294,null
4729066,4,40,294,null
4725350,4,40,203,null
4728602,4,40,294,null
4725587,4,40,203,null
4725111,4,40,71,null
4724186,4,40,401,null
4725043,4,40,322,null
4726094,4,40,294,null
4728599,4,40,294,null
4731946,4,36,34,null
4731891,4,36,34,null
4731725,4,36,292,null
4730928,4,36,292,null
4730601,4,36,10,null
4730649,4,36,292,null
4729927,4,36,414,null
4730167,4,36,292,null
4730222,4,36,34,null
4730206,4,36,243,null
4730163,4,36,243,null
4729934,4,36,34,null
4729892,4,36,10,null
4729903,4,36,188,null
4729705,4,36,292,null
4729387,4,36,34,null
4729234,4,36,34,null
4728881,4,36,34,null
4729097,4,36,34,null
4728301,4,36,10,null
4728245,4,36,34,null
4728036,4,36,292,null
4728162,4,36,34,null
4727989,4,36,292,null
4728005,4,36,154,null
4727912,4,36,34,null
4727882,4,36,292,null
4727892,4,36,34,null
4727808,4,36,292,null
4727649,4,36,347,null
4727755,4,36,252,null
4727297,4,36,10,null
4726957,4,36,34,null
4726528,4,36,34,null
4726464,4,36,10,null
4726256,4,36,10,null
4726009,4,36,401,null
4725777,4,36,18,null
4725790,4,36,34,null
4725195,4,36,34,null
4724236,4,36,10,null
4724148,4,36,10,null
4724084,5,18,174,null
4724048,4,36,10,null
4723769,4,36,10,null
4723820,4,36,34,null
4723708,4,36,34,null
4723611,4,36,188,null
4723634,4,36,34,null
4723497,4,36,78,null
4723439,4,36,243,null
4723102,4,36,154,null
4722697,4,36,292,null
4723011,4,36,436,null
4722397,4,36,10,null
4722232,4,36,176,null
4722179,4,36,34,null
4721991,4,36,292,null
4729364,4,29,409,null
4727770,4,29,322,null
4728653,4,29,313,null
4726750,4,29,313,null
4721170,4,29,255,null
4725992,4,29,3,null
4723947,4,29,278,null
4715354,4,29,125,null
4723007,4,29,71,null
4718839,4,29,384,null
4717923,4,29,311,null
4718055,4,29,322,null
4716819,4,29,322,null
4715584,4,29,322,null
4715753,4,29,322,null
4713390,4,29,218,null
4713770,4,29,322,null
4709407,4,29,427,null
4709858,4,29,140,null
4709869,4,15,71,null
4709337,5,46,309,null
4706360,4,29,106,null
4705794,4,29,71,null
4703551,4,29,322,null
4702238,4,29,322,null
4701852,4,29,237,null
4700803,4,29,322,null
4699524,4,29,322,null
4699438,4,29,71,null
4691129,4,29,350,null
4692999,4,29,322,null
4694256,4,17,156,null
4689956,4,29,384,null
4689115,4,29,348,null
4686135,4,29,322,null
4688779,4,29,311,null
4684943,4,29,124,null
4685952,4,29,435,null
4685813,4,29,322,null
4684484,4,29,322,null
4683075,4,29,255,null
4678761,4,29,173,null
4680200,4,29,116,null
4678786,4,29,221,null
4730690,4,74,322,null
4726358,4,74,203,null
4724562,4,74,322,null
4713666,4,74,322,null
4712079,4,74,401,null
4693566,4,74,251,null
4682271,4,74,322,null
4674943,4,40,401,null
4670014,4,74,322,null
4658933,4,74,401,null
4657677,4,74,322,null
4654693,4,74,401,null
4654383,4,36,10,null
4646427,4,74,401,null
4644642,4,74,401,null
4644587,4,74,401,null
4635455,4,74,269,null
4631400,4,74,269,null
4630255,4,74,401,null
4628459,4,74,269,null
4625043,4,74,311,null
4625257,4,74,243,null
4624793,4,74,401,null
4623859,4,74,401,null
4611578,4,74,401,null
4601981,4,74,401,null
4598463,4,74,71,null
4597997,4,74,401,null
4597260,4,74,269,null
4597444,4,74,401,null
4596359,4,74,269,null
4595591,4,74,269,null
4594407,4,74,401,null
4594641,4,74,401,null
4593361,4,29,71,null
4589733,4,74,269,null
4593539,4,74,237,null
4587536,4,74,269,null
4591789,4,74,401,null
4591569,4,74,269,null
4590383,4,74,269,null
4588958,4,74,175,null
4588860,4,74,269,null
4588577,4,40,401,null
4583943,4,74,269,null
4586839,4,74,192,null
4587085,4,74,269,null
4585060,4,74,401,null
4580818,4,74,269,null
4584411,4,74,269,null
4586163,4,74,269,null
4582095,4,74,269,null
4585282,4,74,269,null
4580632,4,74,269,null
4578131,4,74,269,null
4731917,4,17,34,null
4731919,4,17,295,null
4731664,4,17,401,null
4731415,4,17,34,null
4731360,4,17,295,null
4731282,4,17,34,null
4731392,4,17,295,null
4731305,4,17,49,null
4731276,4,17,295,null
4731169,4,17,401,null
4730986,4,17,295,null
4730833,4,17,295,null
4730089,4,17,253,null
4730881,4,17,401,null
4730536,4,17,295,null
4730520,4,17,34,null
4730438,4,17,346,null
4730364,4,17,401,null
4729940,4,17,401,null
4729723,4,17,34,null
4729513,4,17,295,null
4729119,4,17,295,null
4729270,4,17,440,null
4729056,4,17,313,null
4728684,4,17,295,null
4728705,4,17,10,null
4728426,4,17,295,null
4728125,4,17,295,null
4728082,4,17,401,null
4727831,4,17,295,null
4727754,4,17,49,null
4727594,4,17,313,null
4727694,4,17,34,null
4727447,4,17,311,null
4727794,4,17,295,null
4727481,4,17,295,null
4727342,4,17,401,null
4727178,4,17,295,null
4727242,4,17,295,null
4726514,4,17,34,null
4725987,4,17,295,null
4725929,4,17,284,null
4725947,4,17,295,null
4725524,4,17,295,null
4725961,4,17,295,null
4725412,4,17,401,null
4724983,4,17,313,null
4725259,4,17,295,null
4724503,4,63,295,null
4725090,4,17,49,null
4724997,4,17,34,null
4722046,4,17,292,null
4724716,4,17,34,null
4724967,4,17,295,null
4724537,4,17,285,null
4725059,4,17,295,null
4724543,4,17,289,null
4724248,4,17,384,null
4724200,4,17,295,null
4730602,5,3,204,null
4731708,6,51,46,null
4731116,6,51,246,null
4731012,6,51,46,null
4731044,6,51,46,null
4731127,6,51,246,null
4730737,6,51,246,null
4730729,6,51,246,null
4730730,6,51,246,null
4729836,6,51,246,null
4730275,6,51,246,null
4729806,6,51,46,null
4730276,6,51,246,null
4729810,6,51,46,null
4729802,6,51,246,null
4729896,6,51,46,null
4729333,6,51,246,null
4729338,6,51,246,null
4728884,6,51,246,null
4729267,6,51,46,null
4728865,6,51,246,null
4728867,6,51,246,null
4728897,6,51,46,null
4728383,6,51,246,null
4728385,6,51,46,null
4728387,6,51,46,null
4728381,6,51,246,null
4727482,6,51,246,null
4726378,6,51,46,null
4727940,6,51,246,null
4727492,6,51,46,null
4727811,6,51,46,null
4727943,6,51,246,null
4727484,6,51,246,null
4728064,6,51,269,null
4727491,6,51,246,null
4727485,6,51,246,null
4727509,6,51,46,null
4727497,6,51,46,null
4727023,6,51,246,null
4726933,6,51,46,null
4727027,6,51,246,null
4726889,6,51,246,null
4726613,6,51,374,null
4726692,6,51,46,null
4726691,6,51,246,null
4726130,6,51,246,null
4725217,6,51,246,null
4725836,6,51,46,null
4725664,6,51,246,null
4725598,6,51,201,null
4725212,6,51,246,null
4725129,6,51,46,null
4725214,6,51,246,null
4724748,6,51,246,null
4724764,6,51,46,null
4724745,6,51,246,null
4705861,6,70,46,null
4684315,6,70,46,null
4584409,6,70,246,null
4579996,6,70,246,null
4574839,6,70,246,null
4564924,6,70,104,null
4564546,6,70,246,null
4549786,6,70,246,null
4547411,6,70,246,null
4544364,6,70,246,null
4536067,6,70,104,null
4529548,6,70,104,null
4521763,6,70,104,null
4520579,6,70,246,null
4516111,6,70,246,null
4513248,6,70,246,null
4507687,6,70,104,null
4505341,6,70,104,null
4497749,6,70,246,null
4490714,6,70,104,null
4488104,6,70,87,null
4470430,6,70,246,null
4456442,6,70,246,null
4454436,6,70,246,null
4450654,6,70,246,null
4449404,6,70,246,null
4447978,6,70,246,null
4447497,6,70,246,null
4445569,6,70,246,null
4443946,6,70,246,null
4440264,6,70,246,null
4440383,6,70,246,null
4439781,6,70,246,null
4438789,6,70,246,null
4438777,6,70,104,null
4430346,6,70,246,null
4424140,6,70,246,null
4423831,6,70,246,null
4423423,6,70,246,null
4419027,6,70,246,null
4721192,6,73,246,null
4692878,1,62,81,null
4685929,6,73,314,null
4653974,6,71,373,null
4652708,6,71,373,null
4647752,6,71,373,null
4647357,6,71,373,null
4646084,6,71,373,null
4645301,6,71,373,null
4636960,6,71,373,null
4635166,6,71,373,null
4634307,6,71,373,null
4621512,6,71,373,null
4626549,6,71,373,null
4629423,6,71,373,null
4624074,6,71,373,null
4623841,6,71,373,null
4612831,6,71,373,null
4618517,6,71,373,null
4618757,6,71,373,null
4615200,6,71,373,null
4615709,6,71,373,null
4606817,6,71,373,null
4613176,6,71,373,null
4610172,6,71,373,null
4603726,6,71,373,null
4607660,6,73,46,null
4604020,6,73,24,null
4576752,6,71,373,null
4599733,6,71,373,null
4597942,6,71,373,null
4595205,6,73,246,null
4592697,6,71,373,null
4590488,6,73,246,null
4588253,6,71,373,null
4586746,6,73,246,null
4575097,6,71,373,null
4575541,6,73,104,null
4583527,6,71,373,null
4583523,6,71,373,null
4579033,6,71,373,null
4579161,6,73,104,null
4578695,6,73,246,null
4578241,6,73,104,null
4568723,6,71,373,null
4577601,6,73,246,null
4577623,6,73,246,null
4575853,6,71,373,null
4731718,6,53,246,null
4730436,6,53,46,null
4730199,6,53,246,null
4727026,6,34,46,null
4728394,6,53,46,null
4727487,6,53,46,null
4727065,6,53,46,null
4727942,6,53,246,null
4727021,6,53,246,null
4726436,6,53,46,null
4725213,6,53,246,null
4724746,6,53,246,null
4724750,6,53,246,null
4724282,6,53,246,null
4723403,6,53,246,null
4722027,6,53,246,null
4722030,6,53,46,null
4721523,6,53,246,null
4719828,6,53,246,null
4719853,6,53,246,null
4719330,6,53,246,null
4717433,6,53,246,null
4717961,6,53,246,null
4718228,6,53,436,null
4717434,6,53,246,null
4716920,6,53,246,null
4716523,6,53,246,null
4715994,6,53,246,null
4714833,6,53,246,null
4715262,6,53,246,null
4713862,6,53,246,null
4713538,6,53,246,null
4711853,6,53,246,null
4711837,6,53,246,null
4711373,6,53,46,null
4710484,6,53,46,null
4709699,6,53,246,null
4709215,6,53,246,null
4706433,6,53,46,null
4707832,6,53,246,null
4707345,6,53,46,null
