id_news,id_cd,id_cm,id_author,id_btv
4728070,40,4,294,0
4727731,40,4,311,0
4727551,40,4,401,0
4727693,40,4,294,0
4727729,40,4,322,0
4727605,40,4,364,0
4727553,40,4,294,0
4727444,40,4,322,0
4727230,40,4,203,0
4727155,40,4,294,0
4727184,40,4,322,0
4725044,40,4,322,0
4726644,40,4,423,0
4729369,40,4,294,0
4726491,40,4,401,0
4726339,40,4,423,0
4726474,40,4,294,0
4726343,40,4,322,0
4726309,40,4,294,0
4729066,40,4,294,0
4725350,40,4,203,0
4728602,40,4,294,0
4725587,40,4,203,0
4725111,40,4,71,0
4724186,40,4,401,0
4725043,40,4,322,0
4726094,40,4,294,0
4728599,40,4,294,0
4731946,36,4,34,0
4731891,36,4,34,0
4731725,36,4,292,0
4730928,36,4,292,0
4730601,36,4,10,0
4730649,36,4,292,0
4729927,36,4,414,0
4730167,36,4,292,0
4730222,36,4,34,0
4730206,36,4,243,0
4730163,36,4,243,0
4729934,36,4,34,0
4729892,36,4,10,0
4729903,36,4,188,0
4729705,36,4,292,0
4729387,36,4,34,0
4729234,36,4,34,0
4728881,36,4,34,0
4729097,36,4,34,0
4728301,36,4,10,0
4728245,36,4,34,0
4728036,36,4,292,0
4728162,36,4,34,0
4727989,36,4,292,0
4728005,36,4,154,0
4727912,36,4,34,0
4727882,36,4,292,0
4727892,36,4,34,0
4727808,36,4,292,0
4727649,36,4,347,0
4727755,36,4,252,0
4727297,36,4,10,0
4726957,36,4,34,0
4726528,36,4,34,0
4726464,36,4,10,0
4726256,36,4,10,0
4726009,36,4,401,0
4725777,36,4,18,0
4725790,36,4,34,0
4725195,36,4,34,0
4724236,36,4,10,0
4724148,36,4,10,0
4724084,18,5,174,0
4724048,36,4,10,0
4723769,36,4,10,0
4723820,36,4,34,0
4723708,36,4,34,0
4723611,36,4,188,0
4723634,36,4,34,0
4723497,36,4,78,0
4723439,36,4,243,0
4723102,36,4,154,0
4722697,36,4,292,0
4723011,36,4,436,0
4722397,36,4,10,0
4722232,36,4,176,0
4722179,36,4,34,0
4721991,36,4,292,0
4729364,29,4,409,0
4727770,29,4,322,0
4728653,29,4,313,0
4726750,29,4,313,0
4721170,29,4,255,0
4725992,29,4,3,0
4723947,29,4,278,0
4715354,29,4,125,0
4723007,29,4,71,0
4718839,29,4,384,0
4717923,29,4,311,0
4718055,29,4,322,0
4716819,29,4,322,0
4715584,29,4,322,0
4715753,29,4,322,0
4713390,29,4,218,0
4713770,29,4,322,0
4709407,29,4,427,0
4709858,29,4,140,0
4709869,15,4,71,0
4709337,46,5,309,0
4706360,29,4,106,0
4705794,29,4,71,0
4703551,29,4,322,0
4702238,29,4,322,0
4701852,29,4,237,0
4700803,29,4,322,0
4699524,29,4,322,0
4699438,29,4,71,0
4691129,29,4,350,0
4692999,29,4,322,0
4694256,17,4,156,0
4689956,29,4,384,0
4689115,29,4,348,0
4686135,29,4,322,0
4688779,29,4,311,0
4684943,29,4,124,0
4685952,29,4,435,0
4685813,29,4,322,0
4684484,29,4,322,0
4683075,29,4,255,0
4678761,29,4,173,0
4680200,29,4,116,0
4678786,29,4,221,0
4730690,74,4,322,0
4726358,74,4,203,0
4724562,74,4,322,0
4713666,74,4,322,0
4712079,74,4,401,0
4693566,74,4,251,0
4682271,74,4,322,0
4674943,40,4,401,0
4670014,74,4,322,0
4658933,74,4,401,0
4657677,74,4,322,0
4654693,74,4,401,0
4654383,36,4,10,0
4646427,74,4,401,0
4644642,74,4,401,0
4644587,74,4,401,0
4635455,74,4,269,0
4631400,74,4,269,0
4630255,74,4,401,0
4628459,74,4,269,0
4625043,74,4,311,0
4625257,74,4,243,0
4624793,74,4,401,0
4623859,74,4,401,0
4611578,74,4,401,0
4601981,74,4,401,0
4598463,74,4,71,0
4597997,74,4,401,0
4597260,74,4,269,0
4597444,74,4,401,0
4596359,74,4,269,0
4595591,74,4,269,0
4594407,74,4,401,0
4594641,74,4,401,0
4593361,29,4,71,0
4589733,74,4,269,0
4593539,74,4,237,0
4587536,74,4,269,0
4591789,74,4,401,0
4591569,74,4,269,0
4590383,74,4,269,0
4588958,74,4,175,0
4588860,74,4,269,0
4588577,40,4,401,0
4583943,74,4,269,0
4586839,74,4,192,0
4587085,74,4,269,0
4585060,74,4,401,0
4580818,74,4,269,0
4584411,74,4,269,0
4586163,74,4,269,0
4582095,74,4,269,0
4585282,74,4,269,0
4580632,74,4,269,0
4578131,74,4,269,0
4731917,17,4,34,0
4731919,17,4,295,0
4731664,17,4,401,0
4731415,17,4,34,0
4731360,17,4,295,0
4731282,17,4,34,0
4731392,17,4,295,0
4731305,17,4,49,0
4731276,17,4,295,0
4731169,17,4,401,0
4730986,17,4,295,0
4730833,17,4,295,0
4730089,17,4,253,0
4730881,17,4,401,0
4730536,17,4,295,0
4730520,17,4,34,0
4730438,17,4,346,0
4730364,17,4,401,0
4729940,17,4,401,0
4729723,17,4,34,0
4729513,17,4,295,0
4729119,17,4,295,0
4729270,17,4,440,0
4729056,17,4,313,0
4728684,17,4,295,0
4728705,17,4,10,0
4728426,17,4,295,0
4728125,17,4,295,0
4728082,17,4,401,0
4727831,17,4,295,0
4727754,17,4,49,0
4727594,17,4,313,0
4727694,17,4,34,0
4727447,17,4,311,0
4727794,17,4,295,0
4727481,17,4,295,0
4727342,17,4,401,0
4727178,17,4,295,0
4727242,17,4,295,0
4726514,17,4,34,0
4725987,17,4,295,0
4725929,17,4,284,0
4725947,17,4,295,0
4725524,17,4,295,0
4725961,17,4,295,0
4725412,17,4,401,0
4724983,17,4,313,0
4725259,17,4,295,0
4724503,63,4,295,0
4725090,17,4,49,0
4724997,17,4,34,0
4722046,17,4,292,0
4724716,17,4,34,0
4724967,17,4,295,0
4724537,17,4,285,0
4725059,17,4,295,0
4724543,17,4,289,0
4724248,17,4,384,0
4724200,17,4,295,0
4730602,3,5,204,0
4731708,51,6,46,0
4731116,51,6,246,0
4731012,51,6,46,0
4731044,51,6,46,0
4731127,51,6,246,0
4730737,51,6,246,0
4730729,51,6,246,0
4730730,51,6,246,0
4729836,51,6,246,0
4730275,51,6,246,0
4729806,51,6,46,0
4730276,51,6,246,0
4729810,51,6,46,0
4729802,51,6,246,0
4729896,51,6,46,0
4729333,51,6,246,0
4729338,51,6,246,0
4728884,51,6,246,0
4729267,51,6,46,0
4728865,51,6,246,0
4728867,51,6,246,0
4728897,51,6,46,0
4728383,51,6,246,0
4728385,51,6,46,0
4728387,51,6,46,0
4728381,51,6,246,0
4727482,51,6,246,0
4726378,51,6,46,0
4727940,51,6,246,0
4727492,51,6,46,0
4727811,51,6,46,0
4727943,51,6,246,0
4727484,51,6,246,0
4728064,51,6,269,0
4727491,51,6,246,0
4727485,51,6,246,0
4727509,51,6,46,0
4727497,51,6,46,0
4727023,51,6,246,0
4726933,51,6,46,0
4727027,51,6,246,0
4726889,51,6,246,0
4726613,51,6,374,0
4726692,51,6,46,0
4726691,51,6,246,0
4726130,51,6,246,0
4725217,51,6,246,0
4725836,51,6,46,0
4725664,51,6,246,0
4725598,51,6,201,0
4725212,51,6,246,0
4725129,51,6,46,0
4725214,51,6,246,0
4724748,51,6,246,0
4724764,51,6,46,0
4724745,51,6,246,0
4705861,70,6,46,0
4684315,70,6,46,0
4584409,70,6,246,0
4579996,70,6,246,0
4574839,70,6,246,0
4564924,70,6,104,0
4564546,70,6,246,0
4549786,70,6,246,0
4547411,70,6,246,0
4544364,70,6,246,0
4536067,70,6,104,0
4529548,70,6,104,0
4521763,70,6,104,0
4520579,70,6,246,0
4516111,70,6,246,0
4513248,70,6,246,0
4507687,70,6,104,0
4505341,70,6,104,0
4497749,70,6,246,0
4490714,70,6,104,0
4488104,70,6,87,0
4470430,70,6,246,0
4456442,70,6,246,0
4454436,70,6,246,0
4450654,70,6,246,0
4449404,70,6,246,0
4447978,70,6,246,0
4447497,70,6,246,0
4445569,70,6,246,0
4443946,70,6,246,0
4440264,70,6,246,0
4440383,70,6,246,0
4439781,70,6,246,0
4438789,70,6,246,0
4438777,70,6,104,0
4430346,70,6,246,0
4424140,70,6,246,0
4423831,70,6,246,0
4423423,70,6,246,0
4419027,70,6,246,0
4721192,73,6,246,0
4692878,62,1,81,0
4685929,73,6,314,0
4653974,71,6,373,0
4652708,71,6,373,0
4647752,71,6,373,0
4647357,71,6,373,0
4646084,71,6,373,0
4645301,71,6,373,0
4636960,71,6,373,0
4635166,71,6,373,0
4634307,71,6,373,0
4621512,71,6,373,0
4626549,71,6,373,0
4629423,71,6,373,0
4624074,71,6,373,0
4623841,71,6,373,0
4612831,71,6,373,0
4618517,71,6,373,0
4618757,71,6,373,0
4615200,71,6,373,0
4615709,71,6,373,0
4606817,71,6,373,0
4613176,71,6,373,0
4610172,71,6,373,0
4603726,71,6,373,0
4607660,73,6,46,0
4604020,73,6,24,0
4576752,71,6,373,0
4599733,71,6,373,0
4597942,71,6,373,0
4595205,73,6,246,0
4592697,71,6,373,0
4590488,73,6,246,0
4588253,71,6,373,0
4586746,73,6,246,0
4575097,71,6,373,0
4575541,73,6,104,0
4583527,71,6,373,0
4583523,71,6,373,0
4579033,71,6,373,0
4579161,73,6,104,0
4578695,73,6,246,0
4578241,73,6,104,0
4568723,71,6,373,0
4577601,73,6,246,0
4577623,73,6,246,0
4575853,71,6,373,0
4731718,53,6,246,0
4730436,53,6,46,0
4730199,53,6,246,0
4727026,34,6,46,0
4728394,53,6,46,0
4727487,53,6,46,0
4727065,53,6,46,0
4727942,53,6,246,0
4727021,53,6,246,0
4726436,53,6,46,0
4725213,53,6,246,0
4724746,53,6,246,0
4724750,53,6,246,0
4724282,53,6,246,0
4723403,53,6,246,0
4722027,53,6,246,0
4722030,53,6,46,0
4721523,53,6,246,0
4719828,53,6,246,0
4719853,53,6,246,0
4719330,53,6,246,0
4717433,53,6,246,0
4717961,53,6,246,0
4718228,53,6,436,0
4717434,53,6,246,0
4716920,53,6,246,0
4716523,53,6,246,0
4715994,53,6,246,0
4714833,53,6,246,0
4715262,53,6,246,0
4713862,53,6,246,0
4713538,53,6,246,0
4711853,53,6,246,0
4711837,53,6,246,0
4711373,53,6,46,0
4710484,53,6,46,0
4709699,53,6,246,0
4709215,53,6,246,0
4706433,53,6,46,0
4707832,53,6,246,0
4707345,53,6,46,0
4707443,53,6,246,0
4706582,53,6,246,0
