id_news,id_cd,id_cm,id_author,id_btv
4706586,53,6,246,0
4726564,34,6,46,0
4726153,34,6,46,0
4725222,34,6,46,0
4723865,34,6,46,0
4702094,34,6,46,0
4691323,34,6,46,0
4676575,34,6,46,0
4671337,34,6,46,0
4669221,34,6,46,0
4668448,34,6,46,0
4731836,10,7,330,0
4731383,10,7,119,0
4731629,10,7,119,0
4731576,10,7,164,0
4731793,10,7,119,0
4728899,10,7,68,0
4731593,10,7,119,0
4731003,10,7,27,0
4731440,10,7,119,0
4731401,10,7,330,0
4731170,10,7,164,0
4730149,10,7,331,0
4730904,10,7,330,0
4730779,10,7,164,0
4730496,10,7,330,0
4730181,10,7,164,0
4730486,10,7,119,0
4730349,10,7,164,0
4726609,10,7,27,0
4729876,10,7,119,0
4729112,10,7,330,0
4729717,10,7,331,0
4729018,10,7,330,0
4729075,10,7,140,0
4729504,10,7,119,0
4729096,10,7,164,0
4729109,10,7,119,0
4728770,10,7,330,0
4728915,10,7,119,0
4727588,10,7,140,0
4728829,10,7,119,0
4728789,10,7,330,0
4728711,10,7,114,0
4728548,10,7,331,0
4728679,10,7,119,0
4728418,10,7,119,0
4728356,10,7,331,0
4728527,10,7,119,0
4728534,10,7,331,0
4728428,10,7,58,0
4727982,10,7,27,0
4728455,10,7,164,0
4723793,10,7,330,0
4728015,10,7,114,0
4728139,10,7,164,0
4728239,10,7,119,0
4727593,10,7,330,0
4727984,10,7,164,0
4726225,10,7,208,0
4727591,10,7,164,0
4727248,43,7,267,0
4711046,43,7,194,0
4726782,43,7,267,0
4726402,43,7,208,0
4725857,43,7,331,0
4724522,43,7,114,0
4723623,43,7,194,0
4724028,43,7,119,0
4723419,43,7,164,0
4723282,43,7,208,0
4716635,43,7,267,0
4722619,43,7,267,0
4722354,43,7,267,0
4722384,43,7,431,0
4721557,43,7,330,0
4721227,43,7,114,0
4720582,43,7,114,0
4719089,43,7,13,0
4720046,43,7,114,0
4719957,43,7,267,0
4718556,43,7,208,0
4719082,43,7,431,0
4718527,43,7,13,0
4717891,43,7,140,0
4714527,43,7,267,0
4715672,43,7,164,0
4715707,43,7,330,0
4716022,43,7,140,0
4715154,43,7,208,0
4715206,43,7,431,0
4715086,43,7,208,0
4714904,43,7,391,0
4714959,43,7,140,0
4714721,43,7,208,0
4701479,43,7,95,0
4707752,43,7,194,0
4730879,52,7,431,0
4731672,52,7,430,0
4731611,52,7,267,0
4731395,52,7,431,0
4731281,52,7,431,0
4731289,52,7,387,0
4730566,52,7,267,0
4730494,52,7,431,0
4730537,52,7,119,0
4730440,52,7,267,0
4730024,52,7,431,0
4727826,52,7,267,0
4729408,52,7,267,0
4729081,52,7,267,0
4729001,52,7,267,0
4727723,52,7,267,0
4728259,52,7,431,0
4727992,52,7,431,0
4727702,52,7,431,0
4727625,52,7,267,0
4727523,52,7,267,0
4727235,52,7,431,0
4709430,52,7,119,0
4726649,52,7,164,0
4726600,52,7,119,0
4726451,52,7,267,0
4726067,52,7,431,0
4724835,52,7,267,0
4726039,52,7,431,0
4725398,52,7,69,0
4725377,52,7,431,0
4725210,52,7,267,0
4724883,52,7,119,0
4724416,52,7,267,0
4720677,52,7,168,0
4724477,52,7,119,0
4723689,52,7,267,0
4723266,52,7,431,0
4722230,52,7,267,0
4722172,52,7,431,0
4721772,52,7,431,0
4721337,52,7,267,0
4721380,52,7,164,0
4720975,52,7,267,0
4731372,65,7,27,0
4731379,65,7,140,0
4730884,65,7,140,0
4731419,65,7,330,0
4731260,65,7,160,0
4730766,65,7,27,0
4730549,65,7,330,0
4730251,65,7,140,0
4729904,65,7,27,0
4730491,65,7,27,0
4730139,65,7,330,0
4727324,65,7,140,0
4729446,65,7,431,0
4729189,65,7,431,0
4728817,65,7,260,0
4728832,65,7,431,0
4728807,65,7,315,0
4728642,65,7,330,0
4727454,65,7,140,0
4726376,65,7,140,0
4725726,65,7,355,0
4725935,65,7,27,0
4725592,65,7,431,0
4725364,65,7,330,0
4725449,65,7,140,0
4721699,65,7,27,0
4720687,65,7,431,0
4720324,65,7,140,0
4720354,65,7,208,0
4720296,65,7,330,0
4720343,65,7,69,0
4719870,65,7,27,0
4718964,65,7,27,0
4719142,65,7,140,0
4718100,65,7,119,0
4717995,65,7,27,0
4717906,65,7,119,0
4717815,65,7,61,0
4717853,65,7,140,0
4717866,65,7,140,0
4717826,65,7,140,0
4716797,65,7,164,0
4716707,65,7,330,0
4716542,65,7,431,0
4716018,65,7,208,0
4708576,65,7,330,0
4715134,65,7,140,0
4714428,65,7,330,0
4712550,65,7,330,0
4711399,65,7,431,0
4709751,65,7,267,0
4709730,65,7,160,0
4709740,65,7,267,0
4710038,65,7,179,0
4709331,65,7,27,0
4709067,65,7,164,0
4731690,48,7,130,0
4731729,48,7,444,0
4731363,48,7,119,0
4729417,48,7,27,0
4729008,48,7,444,0
4728729,48,7,330,0
4728163,48,7,119,0
4727705,48,7,207,0
4727727,48,7,207,0
4727665,48,7,127,0
4727777,48,7,119,0
4727122,48,7,69,0
4726471,48,7,330,0
4726477,48,7,444,0
4725540,48,7,207,0
4725423,48,7,444,0
4725735,48,7,207,0
4725113,48,7,444,0
4719660,48,7,207,0
4728362,48,7,331,0
4715664,48,7,119,0
4714514,48,7,119,0
4713339,48,7,114,0
4707303,48,7,263,0
4706709,48,7,130,0
4702245,48,7,130,0
4704986,48,7,130,0
4704497,48,7,119,0
4703080,48,7,160,0
4698957,48,7,119,0
4690190,48,7,160,0
4689163,48,7,130,0
4687408,48,7,130,0
4686660,48,7,68,0
4685848,48,7,127,0
4682147,48,7,130,0
4672737,48,7,263,0
4663509,48,7,263,0
4661600,48,7,130,0
4660309,48,7,207,0
4653701,48,7,119,0
4654918,48,7,119,0
4654632,48,7,130,0
4647751,48,7,27,0
4651339,48,7,423,0
4646579,48,7,130,0
4645868,48,7,27,0
4645924,48,7,130,0
4644315,48,7,444,0
4641655,48,7,423,0
4640115,48,7,444,0
4638453,48,7,330,0
4637823,48,7,119,0
4634317,48,7,41,0
4631262,48,7,286,0
4633104,48,7,27,0
4631413,48,7,423,0
4630654,48,7,423,0
4627946,48,7,423,0
4628101,48,7,27,0
4627515,48,7,130,0
4627485,48,7,119,0
4626891,48,7,114,0
4625527,48,7,69,0
4622746,48,7,130,0
4732022,44,7,208,0
4731728,44,7,208,0
4731422,44,7,208,0
4730844,44,7,114,0
4730573,44,7,208,0
4730014,44,7,208,0
4728283,44,7,208,0
4727726,44,7,114,0
4728493,44,7,208,0
4727902,44,7,431,0
4726348,44,7,114,0
4723588,44,7,164,0
4723665,44,7,431,0
4722858,44,7,114,0
4722171,44,7,208,0
4721701,44,7,267,0
4720906,44,7,208,0
4721139,44,7,272,0
4717609,44,7,431,0
4716795,44,7,208,0
4715138,44,7,119,0
4714467,44,7,160,0
4714157,44,7,190,0
4713389,44,7,164,0
4713375,44,7,431,0
4713183,44,7,431,0
4712616,44,7,208,0
4711667,44,7,119,0
4709488,44,7,114,0
4710704,44,7,119,0
4710650,44,7,140,0
4708589,44,7,431,0
4710748,44,7,140,0
4704491,44,7,208,0
4709002,44,7,114,0
4709013,44,7,208,0
4708425,44,7,27,0
4707890,44,7,119,0
4708031,44,7,431,0
4704164,44,7,208,0
4707438,44,7,140,0
4705769,44,7,114,0
4704161,44,7,164,0
4706260,44,7,208,0
4706308,44,7,431,0
4705032,44,7,114,0
4731960,24,8,36,0
4731974,24,8,36,0
4731972,24,8,118,0
4731967,24,8,118,0
4731915,24,8,36,0
4731965,24,8,118,0
4731962,24,8,118,0
4731167,24,8,318,0
4731896,24,8,36,0
4731678,24,8,118,0
4731934,24,8,158,0
4731491,24,8,288,0
4731378,24,8,36,0
4731375,24,8,118,0
4731348,24,8,357,0
4731235,24,8,385,0
4731070,24,8,318,0
4731041,24,8,318,0
4730856,24,8,302,0
4730595,24,8,50,0
4730352,24,8,288,0
4730642,24,8,288,0
4730369,24,8,158,0
4730268,24,8,36,0
4730261,24,8,36,0
4730662,24,8,129,0
4730143,24,8,36,0
4729776,24,8,318,0
4729937,24,8,158,0
4729905,24,8,118,0
4729738,24,8,318,0
4729781,24,8,36,0
4729392,24,8,318,0
4729363,24,8,118,0
4729114,24,8,318,0
4729317,24,8,118,0
4729022,24,8,318,0
4729178,24,8,158,0
4729118,24,8,288,0
4729263,24,8,288,0
4729051,24,8,36,0
4729059,24,8,118,0
4728855,24,8,118,0
4728850,24,8,36,0
4721758,24,8,118,0
4725948,24,8,118,0
4728629,24,8,36,0
4728537,24,8,288,0
4728560,24,8,121,0
4728307,24,8,121,0
4728256,58,8,403,0
4727906,24,8,50,0
4727925,58,8,318,0
4727645,24,8,36,0
4731866,51,8,118,0
4731834,51,8,197,0
4728854,51,8,236,0
4730039,38,8,314,0
4729724,57,8,197,0
4730941,51,8,6,0
4730703,51,8,118,0
4731952,27,8,357,0
4731590,27,8,357,0
4731344,27,8,357,0
4730722,27,8,357,0
4730398,27,8,357,0
4730368,27,8,357,0
4729784,27,8,357,0
4728810,27,8,357,0
4728925,27,8,357,0
4728367,27,8,357,0
4727972,27,8,357,0
4727861,27,8,357,0
4727745,27,8,357,0
4727400,27,8,357,0
4727105,27,8,357,0
4726840,27,8,357,0
4726200,27,8,357,0
4726220,27,8,357,0
4725296,27,8,357,0
4724894,27,8,357,0
4724809,58,8,357,0
4724497,27,8,357,0
4724267,27,8,357,0
4724250,27,8,118,0
4723920,27,8,357,0
4723517,27,8,357,0
4723501,27,8,357,0
4723397,27,8,357,0
4723290,27,8,357,0
4723002,27,8,357,0
4722782,27,8,357,0
4722227,27,8,357,0
4722208,27,8,357,0
4721972,27,8,357,0
4721635,27,8,357,0
4721549,27,8,357,0
4721529,27,8,357,0
4721298,27,8,357,0
4720787,27,8,357,0
4720701,27,8,357,0
4719926,27,8,357,0
4719618,27,8,357,0
4719479,27,8,357,0
4719090,27,8,357,0
4719086,27,8,357,0
4718574,27,8,357,0
4718516,27,8,357,0
4718125,27,8,357,0
4718120,27,8,357,0
4717955,27,8,357,0
4717123,27,8,357,0
4717046,27,8,357,0
4716677,27,8,357,0
4716697,27,8,357,0
4716368,27,8,357,0
4716253,27,8,357,0
4715817,27,8,357,0
4715795,27,8,357,0
4715326,27,8,357,0
4715311,27,8,357,0
4731745,31,8,302,0
4731910,31,8,227,0
4731507,31,8,65,0
4731457,31,8,227,0
4731458,31,8,227,0
4731302,31,8,302,0
4731286,31,8,227,0
4730169,31,8,251,0
4731102,31,8,118,0
4730944,31,8,227,0
4730894,31,8,302,0
4730596,31,8,227,0
4730584,31,8,302,0
4730477,31,8,227,0
4730125,31,8,121,0
4729967,31,8,288,0
4729869,31,8,50,0
4730142,31,8,227,0
4729898,31,8,50,0
4729716,31,8,288,0
4729541,31,8,288,0
4729644,31,8,227,0
4729615,31,8,302,0
4728721,31,8,50,0
4728767,31,8,227,0
4728766,31,8,227,0
4728574,31,8,50,0
4728639,31,8,227,0
4728637,31,8,227,0
4728052,31,8,50,0
4727895,31,8,302,0
4727443,31,8,50,0
4727599,31,8,302,0
4727349,31,8,110,0
4727403,51,8,227,0
4726784,31,8,227,0
4726765,31,8,50,0
4726411,31,8,50,0
4726417,31,8,50,0
4726393,31,8,65,0
4726413,31,8,227,0
4726115,31,8,50,0
4726108,31,8,50,0
4726100,31,8,50,0
4726492,31,8,302,0
4726056,31,8,50,0
4726014,31,8,50,0
4726002,58,8,118,0
4725901,31,8,50,0
4725712,31,8,50,0
4725847,31,8,227,0
4725846,31,8,227,0
4724531,31,8,263,0
4725415,31,8,227,0
4725262,31,8,50,0
4725258,31,8,302,0
4725123,31,8,412,0
4731374,58,8,118,0
4730228,58,8,118,0
4729959,58,8,318,0
4729703,58,8,318,0
4729316,58,8,118,0
4728310,58,8,118,0
4727498,58,8,318,0
4726554,58,8,118,0
4726391,58,8,121,0
4726038,58,8,288,0
4726031,58,8,118,0
4725999,58,8,118,0
4725906,58,8,296,0
4725382,58,8,118,0
4725000,24,8,158,0
4724671,58,8,318,0
4724676,58,8,121,0
4724253,24,8,118,0
4724271,58,8,118,0
4721992,58,8,121,0
4721851,58,8,288,0
4719584,58,8,318,0
4719258,58,8,318,0
4717432,58,8,36,0
4717334,58,8,121,0
4716548,58,8,118,0
4715720,58,8,118,0
4715603,58,8,318,0
4714819,58,8,118,0
4714692,58,8,318,0
4714759,58,8,36,0
4714744,58,8,118,0
4714543,58,8,118,0
4714329,58,8,118,0
4713953,58,8,35,0
4713611,58,8,288,0
4713470,24,8,121,0
4713133,58,8,118,0
4713101,58,8,121,0
4712694,58,8,129,0
4711937,31,8,118,0
4711550,58,8,288,0
4711395,58,8,118,0
4710999,58,8,296,0
4731944,55,10,400,0
4731933,51,10,346,0
4731759,51,10,38,0
4731498,51,10,222,0
4730821,51,10,182,0
4731443,51,10,222,0
4731096,55,10,181,0
4730863,51,10,181,0
4731325,55,10,400,0
4731182,51,10,394,0
4730923,51,10,389,0
4731060,51,10,222,0
4730987,51,10,394,0
4730981,51,10,400,0
4730778,55,10,400,0
4730699,55,10,400,0
4730657,55,10,400,0
4730512,51,10,394,0
4730475,51,10,222,0
4730242,51,10,222,0
4730127,51,10,389,0
4730033,51,10,181,0
4730197,51,10,155,0
4730077,51,10,400,0
4729803,51,10,181,0
4729649,51,10,362,0
4729880,51,10,38,0
4729821,51,10,24,0
4729702,55,10,400,0
4729437,51,10,178,0
4728994,51,10,400,0
4729746,51,10,181,0
4729645,55,10,400,0
4729704,51,10,178,0
4729693,51,10,289,0
4729518,51,10,389,0
4729172,51,10,389,0
4729235,55,10,181,0
4728717,55,10,222,0
4729013,51,10,193,0
4728818,51,10,181,0
4728252,51,10,38,0
4728519,51,10,375,0
4728168,51,10,346,0
4726988,51,10,224,0
4728486,51,10,181,0
4728473,51,10,394,0
4728253,51,10,398,0
4728314,51,10,346,0
4728084,55,10,181,0
4727632,51,10,394,0
4728316,51,10,181,0
4728183,51,10,332,0
4726962,51,10,24,0
4727871,51,10,178,0
4727776,55,10,400,0
4727810,51,10,178,0
4727796,51,10,394,0
4731340,7,10,229,0
4730993,7,10,181,0
4731232,28,10,222,0
4730154,61,10,229,0
4731308,7,10,291,0
4729939,7,10,400,0
4730032,7,10,222,0
4729432,7,10,222,0
4729029,7,10,222,0
4728846,7,10,400,0
4728607,7,10,222,0
4728678,28,10,394,0
4728241,28,10,389,0
4727664,28,10,368,0
4724072,7,10,222,0
4726427,28,10,222,0
4726534,28,10,379,0
4726076,7,10,222,0
4725179,28,10,222,0
4723804,7,10,222,0
4724419,28,10,400,0
4719296,28,10,368,0
4722652,7,10,222,0
4723016,28,10,394,0
4722456,28,10,222,0
4722326,28,10,400,0
4721966,28,10,368,0
4721031,28,10,222,0
4717095,7,10,198,0
4720397,28,10,222,0
4719892,28,10,222,0
4719055,7,10,368,0
4719156,7,10,222,0
4719100,28,10,307,0
4718657,28,10,24,0
4717822,28,10,222,0
4717688,61,10,181,0
4716578,7,10,222,0
4715788,28,10,222,0
4714794,7,10,222,0
4715527,28,10,394,0
4715168,28,10,394,0
4713713,7,10,229,0
4714276,28,10,400,0
4713765,28,10,222,0
4713782,28,10,222,0
4712741,7,10,222,0
4711742,7,10,222,0
4711419,7,10,222,0
4710284,28,10,181,0
4709606,28,10,181,0
4708539,28,10,394,0
4710237,28,10,400,0
4705932,7,10,222,0
4709656,28,10,181,0
4709179,7,10,368,0
4708081,28,10,394,0
4707337,28,10,368,0
4706438,28,10,181,0
4730158,7,10,207,0
4730558,7,10,222,0
4730052,7,10,389,0
4730151,7,10,389,0
4728414,7,10,229,0
4727641,7,10,222,0
4728165,7,10,375,0
4726931,7,10,375,0
4727313,7,10,389,0
4727258,7,10,229,0
4727076,7,10,181,0
4727315,7,10,389,0
4725512,7,10,24,0
4724601,7,10,229,0
4725475,7,10,222,0
4725335,7,10,229,0
4725578,7,10,389,0
4724492,7,10,222,0
4723565,7,10,38,0
4723544,7,10,222,0
4723502,6,3,26,0
4721473,7,10,229,0
4721956,7,10,432,0
4721209,7,10,389,0
4721032,7,10,389,0
4720509,51,10,220,0
4720187,7,10,389,0
4719384,7,10,400,0
4718682,7,10,222,0
4720057,7,10,389,0
4718686,7,10,432,0
4717706,7,10,229,0
4717619,7,10,394,0
4718031,7,10,38,0
4716715,7,10,222,0
4716969,7,10,24,0
4725519,55,10,394,0
4725300,55,10,14,0
4724363,51,10,181,0
4723376,51,10,224,0
4721458,51,10,343,0
4722343,51,10,394,0
4720872,55,10,222,0
4719646,51,10,181,0
4720131,55,10,181,0
4719790,51,10,394,0
4718930,51,10,212,0
4715789,51,10,400,0
4716432,13,10,400,0
4715936,51,10,11,0
4715596,13,10,212,0
4715420,51,10,394,0
4714931,51,10,349,0
4713808,13,10,424,0
4706102,13,10,393,0
4704983,13,10,14,0
4698004,13,10,270,0
4691522,13,10,16,0
4692674,13,10,270,0
4692033,51,10,181,0
4687134,13,10,394,0
4689363,13,10,222,0
4685795,13,10,222,0
4683972,13,10,113,0
4682857,13,10,360,0
4680717,13,10,400,0
4679494,13,10,224,0
4678697,13,10,181,0
4677073,13,10,226,0
4672642,13,10,14,0
4673277,13,10,400,0
4673013,13,10,181,0
4671855,13,10,181,0
4670726,13,10,222,0
4670733,13,10,240,0
4669483,13,10,14,0
4669910,13,10,400,0
4668148,13,10,400,0
4667149,13,10,389,0
4665395,13,10,99,0
4667312,13,10,400,0
4667723,13,10,394,0
4665828,13,10,394,0
4664118,13,10,394,0
4663483,13,10,400,0
4659644,13,10,400,0
4657224,13,10,249,0
4657897,13,10,213,0
4657702,13,10,394,0
4657361,13,10,181,0
4655400,13,10,394,0
4731532,61,10,56,0
4729685,61,10,31,0
4731185,61,10,353,0
4730188,61,10,239,0
4730585,61,10,54,0
4729598,61,10,24,0
4728723,61,10,56,0
4728722,61,10,56,0
4728289,61,10,100,0
4727247,61,10,304,0
4726370,61,10,56,0
4725884,61,10,56,0
4725145,61,10,380,0
4724327,61,10,31,0
4723965,61,10,389,0
4722426,61,10,442,0
4721432,61,10,38,0
4721334,61,10,56,0
4721321,61,10,56,0
4720327,61,10,442,0
4720051,61,10,56,0
4718577,61,10,304,0
4718295,61,10,31,0
4717546,61,10,31,0
4715974,61,10,442,0
4714977,61,10,56,0
4713700,61,10,56,0
4712885,61,10,56,0
4712618,61,10,439,0
4711821,61,10,31,0
4709952,61,10,342,0
4711411,61,10,56,0
4709501,61,10,368,0
4710991,61,10,56,0
4707973,61,10,368,0
4710297,61,10,56,0
4710582,61,10,31,0
4710285,61,10,31,0
4710008,61,10,31,0
4708914,61,10,442,0
4708119,61,10,56,0
4707877,61,10,389,0
4706660,61,10,229,0
4707323,61,10,31,0
4706762,61,10,31,0
4705866,61,10,17,0
4704601,61,10,442,0
4700988,61,10,38,0
4703593,61,10,222,0
4703276,61,10,56,0
4703120,61,10,31,0
4697560,61,10,408,0
4701384,61,10,304,0
4701385,61,10,56,0
4700941,61,10,31,0
4700599,61,10,56,0
4700014,61,10,56,0
4731702,30,10,276,0
4728134,30,10,276,0
4726904,30,10,131,0
4726619,30,10,131,0
4724971,30,10,265,0
4722527,30,10,276,0
4721857,30,10,131,0
4720281,30,10,131,0
4719510,30,10,276,0
4718226,30,10,131,0
4657920,30,10,83,0
4657696,30,10,108,0
4655896,30,10,83,0
4653623,30,10,276,0
4650561,30,10,59,0
4649971,30,10,24,0
4648421,30,10,276,0
4648420,30,10,276,0
4648056,30,10,276,0
4645535,30,10,276,0
4645823,30,10,131,0
4645650,30,10,276,0
4645524,30,10,276,0
4645329,30,10,316,0
4643344,30,10,83,0
4643275,30,10,131,0
4642823,30,10,131,0
4642388,30,10,276,0
4641680,30,10,131,0
4640360,30,10,329,0
4640455,30,10,327,0
4639736,30,10,316,0
4639278,30,10,276,0
4638790,30,10,83,0
4637399,30,10,108,0
4637398,30,10,131,0
4637203,30,10,329,0
4636084,30,10,131,0
4635186,30,10,329,0
4635185,30,10,59,0
4634741,30,10,276,0
4633791,30,10,59,0
4632909,30,10,276,0
4632316,30,10,329,0
4631905,30,10,276,0
4631642,30,10,59,0
4630747,30,10,59,0
4629325,30,10,131,0
4628103,30,10,131,0
4628204,30,10,131,0
4627953,30,10,276,0
4626484,30,10,329,0
4626399,30,10,327,0
4625125,30,10,59,0
4623794,30,10,276,0
4622841,30,10,287,0
4623279,30,10,59,0
4622288,30,10,108,0
4620992,30,10,404,0
4620506,30,10,108,0
4730331,51,11,186,0
4729828,51,11,209,0
4731830,51,11,4,0
4731895,51,11,425,0
4731869,51,11,445,0
4731841,51,11,4,0
4731732,51,11,186,0
4731691,51,11,284,0
4731471,51,11,425,0
4731047,51,11,323,0
4731475,51,11,183,0
4731452,51,11,183,0
4731418,51,11,425,0
4731268,35,11,183,0
4731267,51,11,4,0
4731335,51,11,209,0
4731319,51,11,174,0
4731310,51,11,209,0
4731246,51,11,183,0
4731126,51,11,186,0
4731181,51,11,425,0
4731132,51,11,186,0
4731028,51,11,405,0
4731051,51,11,230,0
4731036,51,11,209,0
4730960,51,11,425,0
4730964,51,11,272,0
4730878,51,11,183,0
4730898,51,11,272,0
4730798,51,11,174,0
4730842,51,11,443,0
4730800,51,11,4,0
4730688,51,11,183,0
4730701,51,11,190,0
4730557,51,11,186,0
4729160,51,11,186,0
4730675,51,11,4,0
4730395,51,11,405,0
4730671,51,11,183,0
4730571,51,11,425,0
4730519,51,11,183,0
4730495,51,11,425,0
4730485,51,11,425,0
4730489,51,11,425,0
4730244,51,11,209,0
4730003,51,11,4,0
4730231,51,11,425,0
4730408,51,11,183,0
4729054,51,11,323,0
4730217,51,11,425,0
4730036,51,11,425,0
4730086,51,11,4,0
4730034,51,11,37,0
4729983,51,11,346,0
4729974,51,11,183,0
4727845,60,11,323,0
4721666,60,11,323,0
4722851,60,11,304,0
4723579,60,11,269,0
4722133,60,11,323,0
4721717,60,11,323,0
4720660,60,11,186,0
4718944,60,11,323,0
4718799,60,11,183,0
4717856,60,11,186,0
4715752,60,11,186,0
4716286,60,11,405,0
4713056,60,11,405,0
4714104,60,11,229,0
4713265,60,11,304,0
4713180,60,11,186,0
4713223,60,11,304,0
4712921,60,11,229,0
4712782,60,11,209,0
4710777,60,11,405,0
4709210,60,11,186,0
4708870,60,11,229,0
4708594,60,11,304,0
4706443,60,11,405,0
4706708,60,11,186,0
4707565,60,11,4,0
4707316,60,11,4,0
4703636,60,11,9,0
4707120,60,11,405,0
4706531,60,11,304,0
4706412,60,11,405,0
4700551,60,11,209,0
4701753,60,11,304,0
4701642,60,11,4,0
4701212,60,11,304,0
4700745,60,11,304,0
4700577,60,11,425,0
4700132,60,11,53,0
4699383,60,11,304,0
4699384,60,11,304,0
4698971,60,11,304,0
4697069,60,11,21,0
4693822,60,11,304,0
4691289,60,11,251,0
4693170,60,11,425,0
4692948,60,11,186,0
4691776,60,11,4,0
4688901,60,11,301,0
4689895,60,11,304,0
4687041,35,11,186,0
4683672,60,11,301,0
4680980,60,11,269,0
4679131,60,11,405,0
4677256,60,11,405,0
4731636,14,11,4,0
4725756,14,11,405,0
4730358,14,11,209,0
4730883,14,11,4,0
4730422,14,11,4,0
4730179,14,11,323,0
4730334,14,11,66,0
4730454,14,11,4,0
4729514,14,11,4,0
4729002,14,11,263,0
4726250,14,11,367,0
4728665,14,11,304,0
4726144,14,11,405,0
4727123,14,11,263,0
4720124,14,11,263,0
4726615,14,11,304,0
4726618,14,11,304,0
4725669,14,11,186,0
4725124,14,11,323,0
4725688,14,11,209,0
4725192,14,11,405,0
4723462,14,11,186,0
4723496,14,11,323,0
4723945,14,11,323,0
4724181,14,11,4,0
4724114,14,11,263,0
4722881,14,11,405,0
4721839,14,11,263,0
4722854,14,11,304,0
4722856,14,11,304,0
4722365,14,11,263,0
4714019,14,11,323,0
4722299,14,11,405,0
4720538,14,11,323,0
4722370,14,11,263,0
4722120,14,11,4,0
4721830,14,11,209,0
4720760,14,11,186,0
4721650,14,11,229,0
4720960,14,11,405,0
4721114,14,11,304,0
4720818,14,11,323,0
4720338,14,11,304,0
4720081,14,11,4,0
4720117,14,11,4,0
4720135,14,11,263,0
4719088,14,11,4,0
4718996,14,11,4,0
4718356,14,11,4,0
4717059,14,11,186,0
4718134,14,11,263,0
4718291,14,11,263,0
4716371,14,11,323,0
4717893,14,11,323,0
4716848,14,11,405,0
4715997,14,11,323,0
4716594,14,11,4,0
4714416,14,11,186,0
4726506,35,11,405,0
4728894,23,11,425,0
4730180,23,11,144,0
4718290,23,11,144,0
4726508,35,11,405,0
4725640,23,11,209,0
4726661,35,11,405,0
4726837,51,11,425,0
4723316,51,11,183,0
4723615,51,11,425,0
4722262,51,11,405,0
4719519,35,11,425,0
4717082,51,11,425,0
4714034,51,11,186,0
4713262,35,11,183,0
4712591,23,11,199,0
4712505,23,11,351,0
4711631,51,11,186,0
4710559,35,11,183,0
4710557,51,11,183,0
4703672,23,11,4,0
4692743,35,11,183,0
4684369,23,11,425,0
4683410,23,11,304,0
4683404,23,11,304,0
4682409,23,11,4,0
4681402,23,11,351,0
4679359,23,11,405,0
4679523,23,11,4,0
4651734,51,11,186,0
4670500,51,11,183,0
4666229,23,11,425,0
4664986,51,11,183,0
4650346,23,11,186,0
4649008,35,11,183,0
4647832,23,11,4,0
4646584,23,11,144,0
4645727,23,11,144,0
4643661,14,11,4,0
4639769,14,11,405,0
4638951,14,11,4,0
4638272,23,11,405,0
4638156,23,11,405,0
4731433,35,11,425,0
4724520,35,11,405,0
4731172,35,11,250,0
4729144,35,11,405,0
4731674,16,12,258,0
4731425,16,12,65,0
4731409,16,12,65,0
4731391,16,12,65,0
4730943,16,12,65,0
4730337,16,12,258,0
4730021,16,12,442,0
4730636,16,12,426,0
4730259,16,12,111,0
4730327,16,12,189,0
4729973,16,12,258,0
4729639,16,12,65,0
4729658,16,12,111,0
4729468,16,12,65,0
4728378,16,12,407,0
4728546,16,12,241,0
4728484,16,12,65,0
4728353,16,12,189,0
4728585,16,12,442,0
4728136,16,12,65,0
4728066,16,12,407,0
4727651,16,12,65,0
4726926,16,12,321,0
4727791,16,12,65,0
4727689,16,12,111,0
4727677,16,12,111,0
4727398,16,12,65,0
4726852,16,12,111,0
4727344,16,12,65,0
4726831,16,12,111,0
4726479,16,12,426,0
4726801,16,12,111,0
4726735,16,12,65,0
4725120,16,12,241,0
4726013,16,12,65,0
4725079,16,12,241,0
4725581,16,12,111,0
4724944,16,12,65,0
4724941,16,12,111,0
4724426,16,12,407,0
4724650,16,12,111,0
4724594,16,12,426,0
4721789,16,12,111,0
4724192,16,12,426,0
4724207,16,12,442,0
4724050,16,12,111,0
4722803,16,12,241,0
4722315,16,12,407,0
4722895,16,12,407,0
4730546,59,12,365,0
4731354,59,12,189,0
4731394,59,12,258,0
4730563,59,12,333,0
4731218,59,12,258,0
4731099,59,12,77,0
4725234,59,12,189,0
4730787,59,12,250,0
4729750,59,12,407,0
4729775,59,12,2,0
4729351,59,12,407,0
4729196,59,12,258,0
4729032,59,12,189,0
4729024,59,12,258,0
4726781,59,12,111,0
4728108,59,12,294,0
4727483,59,12,407,0
4726684,59,12,365,0
4726846,59,12,258,0
4726606,59,12,333,0
4724105,59,12,407,0
4725801,59,12,258,0
4725808,59,12,258,0
4725980,59,12,65,0
4725833,59,12,189,0
4721916,59,12,241,0
4725739,59,12,407,0
4721781,59,12,333,0
4724909,59,12,111,0
4724432,59,12,365,0
4721712,59,12,365,0
4723749,59,12,77,0
4723178,59,12,258,0
4723258,59,12,258,0
4720883,59,12,365,0
4722993,59,12,189,0
4722757,59,12,189,0
4722713,59,12,258,0
4722226,59,12,111,0
4721086,59,12,77,0
4720652,59,12,189,0
4715190,59,12,241,0
4719696,59,12,365,0
4716610,59,12,365,0
4718685,59,12,77,0
4718367,59,12,111,0
